"title","abstract","authors","link","date","subject","source","initial_decision","q0","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","extraction_date","expert_decision","ID","o1"
"Lessons learned from the COVID-19 pandemic.","The Coronavirus Disease 2019 (COVID-19) outbreak raises unique ethical dilemmas because it makes demands on society from all sectors of life, nationally and across the globe. Health professionals must deal with decisions about the allocation of scarce resources that can eventually cause moral distress and may affects one's mental health. Everybody must deal with restrictions on freedom of movement that have shut down whole economies in an attempt to flatten the epidemic curve.","Khoo, Lantos","https://doi.org/10.1111/apa.15307","20200414",NA,"PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-16","",344,""
"Knowledge and attitudes of medical staff in Chinese psychiatric hospitals regarding COVID-19.","On March 11, 2020, the World Health Organization (WHO) declared the novel coronavirus COVID-19 a pandemic. There are patients in psychiatric hospitals in China who have been infected with COVID-19, however, the knowledge and attitudes of psychiatric hospital staff towards infectious diseases and their willingness to work during the COVID-19 outbreak has not yet been investigated. This study was performed to assess the knowledge and attitudes of medical staff in two Chinese mental health centers ","Shi, Wang, Yang, Wang, Wang, Hashimoto, Zhang, Liu","https://doi.org/10.1016/j.bbih.2020.100064","20200414","Attitudes; COVID-19; Knowledge; Nurses; Psychiatrists","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-16","",345,""
"The COVID-19 pandemic: The 'black swan' for mental health care and a turning point for e-health.",NA,"Wind, Rijkeboer, Andersson, Riper","https://doi.org/10.1016/j.invent.2020.100317","20200414",NA,"PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-16","",346,""
"Demand Analysis and Management Suggestion: Sharing Epidemiological Data Among Medical Institutions in Megacities for Epidemic Prevention and Control.","During the prevention of coronavirus disease 2019 (COVID-19), epidemiological data is essential for controlling the source of infection, cutting off the route of transmission, and protecting vulnerable populations. Following Law of the People's Republic of China on Prevention and Treatment of Infectious Diseases and other related regulations, medical institutions have been authorized to collect the detailed information of patients, while it is still a formidable task in megacities because of the","Cai, Mi, Chu, Zheng, Chen, Liu","https://doi.org/10.1007/s12204-020-2166-3","20200414","big data sharing; epidemic prevention and control; medical institutions; megacities","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-16","",347,""
"Coronavirus Disease 2019 (COVID-19) and Mental Health for Children and Adolescents.",NA,"Golberstein, Wen, Miller","https://doi.org/10.1001/jamapediatrics.2020.1456","20200414",NA,"PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-16","",348,""
"Mental health burden for the public affected by the COVID-19 outbreak in China: Who will be the high-risk group?","In December, 2019, an outbreak of respiratory illness caused by Coronavirus disease 2019 (COVID-19) emerged in Wuhan, China and spread rapidly to other parts of China and around the world. We aimed to identify high-risk groups whose mental health conditions were vulnerable to the COVID-19 outbreak. Data were collected from 7,236 self-selected participants measured by anxiety symptoms, depressive symptoms, and sleep quality. The overall prevalence of anxiety symptoms, depressive symptoms, and poo","Huang, Zhao","https://doi.org/10.1080/13548506.2020.1754438","20200414","COVID-2019; anxiety disorder; depressive symptoms; mental health; sleep quality","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-16","",349,""
"Mental health of medical workers in Pakistan during the pandemic COVID-19 outbreak.",NA,"Rana, Mukhtar, Mukhtar","https://doi.org/10.1016/j.ajp.2020.102080","20200415",NA,"PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-16","",350,""
"Study of knowledge, attitude, anxiety &amp; perceived mental healthcare need in Indian population during COVID-19 pandemic.","Novel Corona Virus Disease (COVID-19) originating from China has rapidly crossed borders, infecting people throughout the whole world. This phenomenon has led to a massive public reaction; the media has been reporting continuously across borders to keep all informed about the pandemic situation. All these things are creating a lot of concern for people leading to heightened levels of anxiety. Pandemics can lead to heightened levels of stress; Anxiety is a common response to any stressful situati","Roy, Tripathy, Kar, Sharma, Verma, Kaushal","https://doi.org/10.1016/j.ajp.2020.102083","20200415","Anxiety; Attitude; Awareness; COVID-19 pandemic; Mental healthcare","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-16","",351,""
"Unprecedented disruption of lives and work: Health, distress and life satisfaction of working adults in China one month into the COVID-19 outbreak.","We assess the health and wellbeing of normal adults living and working after one month of confinement to contain the COVID-19 outbreak in China. On Feb 20-21, 2020, we surveyed 369 adults in 64 cities in China that varied in their rates of confirmed coronavirus cases on their health conditions, distress and life satisfaction. 27% of the participants worked at the office, 38% resorted to working from home, and 25% stopped working due to the outbreak. Those who stopped working reported worse menta","Zhang, Wang, Rauch, Wei","https://doi.org/10.1016/j.psychres.2020.112958","20200415","2019-nCoV; Coronavirus; Early evidence; Exercising hours; Life disruptions; Mental health; Physical health","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-16","",352,""
"Mental health and emotional impact of COVID-19: Applying Health Belief Model for medical staff to general public of Pakistan.",NA,"Mukhtar","https://doi.org/10.1016/j.bbi.2020.04.012","20200415",NA,"PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-16","",353,""
"Treating the Mental Health Effects of COVID-19: The Need for At-Home Neurotherapeutics Is Now.",NA,"Caulfield, George","https://doi.org/10.1016/j.brs.2020.04.005","20200415",NA,"PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-16","",354,""
"Mental Health and the Covid-19 Pandemic.",NA,"Pfefferbaum, North","https://doi.org/10.1056/NEJMp2008017","20200413",NA,"PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-16","",355,""
"Preventing Suicide in Rural Communities During the COVID-19 Pandemic.",NA,"Monteith, Holliday, Brown, Brenner, Mohatt","https://doi.org/10.1111/jrh.12448","20200413","COVID-19; mental health; psychology; social determinants of health; utilization of health services","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-16","",356,""
"Flattening the Curve by Getting Ahead of It: How the VA Healthcare System Is Leveraging Telehealth to Provide Continued Access to Care for Rural Veterans.",NA,"Myers, Birks, Grubaugh, Axon","https://doi.org/10.1111/jrh.12449","20200413","COVID-19; access to care; mental health; technology; veterans","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-16","",357,""
"&quot;We're staying at home&quot;. Association of self-perceptions of aging, personal and family resources and loneliness with psychological distress during the lock-down period of COVID-19.","Families are going through a very stressful time because of the COVID-19 outbreak, with age being a risk factor for this illness. Negative self-perceptions of aging, among other personal and relational variables may be associated with loneliness and distress caused by the pandemic crisis. Participants are 1310 Spanish people (age range: 18-88 years) during a lock-down period at home. In addition to specific questions about risk for COVID-19, self-perceptions of aging, family and personal resourc","Losada-Baltar, JimÃ©nez-Gonzalo, Gallego-Alberto, Pedroso-Chaparro, Fernandes-Pires, MÃ¡rquez-GonzÃ¡lez","https://doi.org/10.1093/geronb/gbaa048","20200413","coping; crisis; depression; expressed emotion; self-efficacy","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-16","",358,""
"One Academic Health System's Early (and Ongoing) Experience Responding to COVID-19: Recommendations From the Initial Epicenter of the Pandemic in the United States.","On January 19, 2020, the first case of a patient with coronavirus disease 2019 (COVID-19) in the United States was reported in Washington State. On February 29, 2020, a patient infected with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) passed away in a hospital in Seattle-King County, the first reported COVID-19-related death in the United States. That same day, a skilled nursing and rehabilitation facility in the county reported that several of its residents tested positive for ","Kim, Lynch, Cohen, Neme, Staiger, Evans, Pergam, Liu, Bryson-Cahn, Dellit","https://doi.org/10.1097/ACM.0000000000003410","20200413",NA,"PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-16","",359,""
"Attending to the Emotional Well-Being of the Health Care Workforce in a New York City Health System During the COVID-19 Pandemic.","The COVID-19 pandemic has placed an enormous strain on health care workers, and its potential impact has implications for the physical and emotional well-being of the work force. As hospital systems run far over capacity, facing possible shortages of critical care medical resources and personal protective equipment as well as clinician deaths, the psychological stressors necessitate a strong well-being support model for staff. At the Mount Sinai Health System (MSHS) in New York City, health care","Ripp, Peccoralo, Charney","https://doi.org/10.1097/ACM.0000000000003414","20200413",NA,"PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-16","",360,""
"Home and Community-Based Physical Therapist Management of Adults With Post-Intensive Care Syndrome.","More than 4 million adults survive a stay in the intensive care unit each year, with many experiencing new or worsening physical disability, mental health problems, and/or cognitive impairments, known as the post-intensive care syndrome (PICS). Given the prevalence and magnitude of physical impairments after critical illness, many survivors, including those recovering from COVID-19, could benefit from physical therapist services after hospital discharge. However, due to the relatively recent rec","Smith, Lee, Zeleznik, Coffey Scott, Fatima, Needham, Ohtake","https://doi.org/10.1093/ptj/pzaa059","20200413","Ambulatory Care; Critical Illness; Outpatients; Post-Intensive Care Syndrome","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-16","",361,""
"Clinical and immunological features of severe and moderate coronavirus disease 2019.","BACKGROUNDSince December 2019, an outbreak of coronavirus disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) emerged in Wuhan, and is now becoming a global threat. We aimed to delineate and compare the immunological features of severe and moderate COVID-19.METHODSIn this retrospective study, the clinical and immunological characteristics of 21 patients (17 male and 4 female) with COVID-19 were analyzed. These patients were classified as severe (11 case","Chen, Wu, Guo, Cao, Huang, Wang, Wang, Zhang, Chen, Yu, Zhang, Zhang, Wu, Song, Chen, Han, Li, Luo, Zhao, Ning","https://doi.org/10.1172/JCI137244","20200413","Cytokines; Immunology; Infectious disease; Respiration; T cells","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-16","",362,""
"If not now, when?","The editor of the BJPsych Bulletin reflects on the extraordinary recent events triggered by the COVID-19 pandemic. Mental health professionals are at the front line of managing the pandemic and emergency changes should lead to a much needed refocus on what is really vital. In these unsettling times we ought to review how we manage the crisis, and its aftermath, both personally and professionally.","Poole","https://doi.org/10.1192/bjb.2020.37","20200414","COVID-19; mental health services; resilience","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-16","",363,""
"Hopelessness, helplessness and resilience: The importance of safeguarding our trainees' mental wellbeing during the COVID-19 pandemic",NA,NA,"https://www.doi.org/10.1016/j.nepr.2020.102780","20200301",NA,"Scopus","Undecided","","","","","","","","","","","","","FALSE","2020-04-16","",364,""
"Demand Analysis and Management Suggestion: Sharing Epidemiological Data Among Medical Institutions in Megacities for Epidemic Prevention and Control","During the prevention of coronavirus disease 2019 (COVID-19), epidemiological data is essential for controlling the source of infection, cutting off the route of transmission, and protecting vulnerable populations. Following Law of the People’s Republic of China on Prevention and Treatment of Infectious Diseases and other related regulations, medical institutions have been authorized to collect the detailed information of patients, while it is still a formidable task in megacities because of the significant patient mobility and the existing information sharing barrier. As a smart city which strengthens precise epidemic prevention and control, Shanghai has established a multi-department platform named “one-net management” on dynamic information monitoring. By sharing epidemiological data with medical institutions under a safe environment, we believe that the ability to prevent and control epidemics among medical institutions will be effectively and comprehensively improved.","Cai, Qinyi; Mi, Yiqun; Chu, Zhaowu; Zheng, Yuanyi; Chen, Fang; Liu, Yicheng","https://www.doi.org/10.1007/s12204-020-2166-3","20200407",NA,"PMC","Undecided","","","","","","","","","","","","","FALSE","2020-04-16","",365,""
"When Epidemics Collide: Coronavirus Disease 2019 (COVID-19) and the Opioid Crisis","COVID-19 could cause infection in persons with opioid use disorder, increase opioid overdose rates, reverse system-level gains in expanding access to medication for opioid use disorder, halt critical research, and prevent exacting legal reparations against opioid manufacturers. The authors call for urgent action to counteract these risks.","Becker, William C.; Fiellin, David A.","https://www.doi.org/10.7326/m20-1210","20200402",NA,"PMC","Undecided","","","","","","","","","","","","","FALSE","2020-04-16","",366,""
"<U+65B0><U+578B><U+51A0><U+72B6><U+75C5><U+6BD2><U+80BA><U+708E><U+75AB><U+60C5><U+4E0B><U+5927><U+5B66><U+751F><U+5FC3><U+7406><U+5065><U+5EB7><U+72B6><U+51B5><U+53CA><U+5F71><U+54CD><U+56E0><U+7D20><U+5206><U+6790>","OBJECTIVE: To investigate the mental health status of college students during the epidemic of COVID-19 and identify the factors influencing the mental health of the students. METHODS: Using a general questionnaire, a self-designed new coronavirus pneumonia knowledge and cognitive behavior questionnaire, the Generalized Anxiety Disorder 7 (GAD-7) and Patient Health Questionnaire 9 (PHQ-9), we conducted an internet-based questionnaire survey of 3881 college students in Guangdong Province. A multinomial-logistic regression model was used to analyze the collected data. RESULTS: The survey showed that 69.47% of the college students had a high level of awareness of COVID-19; the overall incidence of anxiety was 26.60%, and the incidences of mild, moderate and severe anxiety were 23.19%, 2.71%, and 0.70%, respectively. Depressive emotions were detected in 21.16% of the students, and the incidences of mild, moderate, and moderate-to-severe depression were 16.98%, 3.17%, and 1.01%, respectively. The results of multivariate analysis showed that an older age was associated with a higher level of awareness of COVID-19 and greater changes in future health behaviors were associated with less anxiety and depression among the students. The students currently in rural areas, of non-medical majors, and reporting half of their information concerning the epidemic being negative were more likely to have anxiety; female gender, residence in suburbs, a drinking history, and excessive negative information concerning the epidemic were all associated with the likeliness of depression. CONCLUSION: The college students have different levels of anxiety and depression during the epidemic. Depression and anxiety are closely related, but the factors contributing to different levels of such emotions can be different, and colleges and related departments are urged to provide precision mental health education for college students.","","https://www.doi.org/10.12122/j.issn.1673-4254.2020.02.06","20200220",NA,"PMC","Undecided","","","","","","","","","","","","","FALSE","2020-04-16","",367,""
"Chapter 30 The National Bioforensic Analysis Center","Abstract The National Bioforensic Analysis Center has been central to the nation's biodefense strategy since its inception in 2004 and provides ISO 17025 accredited bioforensic capabilities at BSL-0 through BSL-4 for the FBI and other federal partners. NBFAC is continually expanding to maintain cutting edge capabilities in the face of expanding threat landscapes and rapidly evolving technology, and it works with partners in academia, industry, and government to ensure that federal bioterror/biocrime investigations have the best possible scientific support.","Burans, James; Goodrich, Jennifer S.; Bull, Robert L.; Bergman, Nicholas H.","https://www.doi.org/10.1016/b978-0-12-815379-6.00030-1","20201231",NA,"Elsevier","Undecided","","","","","","","","","","","","","FALSE","2020-04-16","",368,""
"Mental health and a novel coronavirus (2019-nCoV) in China","","Zheng, Wei","https://www.doi.org/10.1016/j.jad.2020.03.041","20200321",NA,"Elsevier","Undecided","","","","","","","","","","","","","FALSE","2020-04-16","",369,""
"Impact on mental health and perceptions of psychological care among medical and nursing staff in Wuhan during the 2019 novel coronavirus disease outbreak: A cross-sectional study","Abstract The severe 2019 outbreak of novel coronavirus disease (COVID-19), which was first reported in Wuhan, would be expected to impact the mental health of local medical and nursing staff and thus lead them to seek help. However, those outcomes have yet to be established using epidemiological data. To explore the mental health status of medical and nursing staff and the efficacy, or lack thereof, of critically connecting psychological needs to receiving psychological care, we conducted a quantitative study. This is the first paper on the mental health of medical and nursing staff in Wuhan. Notably, among 994 medical and nursing staff working in Wuhan, 36.9% had subthreshold mental health disturbances (mean PHQ-9: 2.4), 34.4% had mild disturbances (mean PHQ-9: 5.4), 22.4% had moderate disturbances (mean PHQ-9: 9.0), and 6.2% had severe disturbance (mean PHQ-9: 15.1) in the immediate wake of the viral epidemic. The noted burden fell particularly heavily on young women. Of all participants, 36.3% had accessed psychological materials (such as books on mental health), 50.4% had accessed psychological resources available through media (such as online push messages on mental health self-help coping methods), and 17.5% had participated in counseling or psychotherapy. Trends in levels of psychological distress and factors such as exposure to infected people and psychological assistance were identified. Although staff accessed limited mental healthcare services, distressed staff nonetheless saw these services as important resources to alleviate acute mental health disturbances and improve their physical health perceptions. These findings emphasize the importance of being prepared to support frontline workers through mental health interventions at times of widespread crisis.","Kang, Lijun; Ma, Simeng; Chen, Min; Yang, Jun; Wang, Ying; Li, Ruiting; Yao, Lihua; Bai, Hanping; Cai, Zhongxiang; Xiang Yang, Bing; Hu, Shaohua; Zhang, Kerang; Wang, Gaohua; Ma, Ci; Liu, Zhongchun","https://www.doi.org/10.1016/j.bbi.2020.03.028","20200330",NA,"Elsevier","Undecided","","","","","","","","","","","","","FALSE","2020-04-16","",370,""
"Rethinking online mental health services in China during the COVID-19 epidemic","","Yao, Hao; Chen, Jian-Hua; Xu, Yi-Feng","https://www.doi.org/10.1016/j.ajp.2020.102015","20200323",NA,"Elsevier","Undecided","","","","","","","","","","","","","FALSE","2020-04-16","",371,""
"Mental Health of Medical Workers in Pakistan during the Pandemic COVID-19 Outbreak","","Rana, Waleed; Mukhtar, Sonia; Mukhtar, Shamim","https://www.doi.org/10.1016/j.ajp.2020.102080","20200407",NA,"Elsevier","Undecided","","","","","","","","","","","","","FALSE","2020-04-16","",372,""
"Issues relevant to mental health promotion in frontline health care providers managing quarantined/isolated COVID19 patients","","Mohindra, Ritin; R, Ravaki; Suri, Vikas; Bhalla, Ashsish; Singh, Shubh Mohan","https://www.doi.org/10.1016/j.ajp.2020.102084","20200407",NA,"Elsevier","Undecided","","","","","","","","","","","","","FALSE","2020-04-16","",373,""
"The COVID-19 pandemic: The ‘black swan’ for mental health care and a turning point for e-health","","Wind, Tim R.; Rijkeboer, Marleen; Andersson, Gerhard; Riper, Heleen","https://www.doi.org/10.1016/j.invent.2020.100317","20200430",NA,"Elsevier","Undecided","","","","","","","","","","","","","FALSE","2020-04-16","",374,""
