"title","abstract","authors","link","date","subject","source","initial_decision","q0","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","extraction_date","expert_decision","ID"
"The Impact of COVID-19 Epidemic Declaration on Psychological Consequences: A Study on Active Weibo Users","<p>COVID-19 (Corona Virus Disease 2019) has significantly resulted in a large number of psychological consequences. The aim of this study is to explore the impacts of COVID-19 on people’s mental health, to assist policy makers to develop actionable policies, and help clinical practitioners (e.g., social workers, psychiatrists, and psychologists) provide timely services to affected populations. We sample and analyze the Weibo posts from 17,865 active Weibo users using the approach of Online Ecological Recognition (OER) based on several machine-learning predictive models. We calculated word frequency, scores of emotional indicators (e.g., anxiety, depression, indignation, and Oxford happiness) and cognitive indicators (e.g., social risk judgment and life satisfaction) from the collected data. The sentiment analysis and the paired sample t-test were performed to examine the differences in the same group before and after the declaration of COVID-19 on 20 January, 2020. The results showed that negative emotions (e.g., anxiety, depression and indignation) and sensitivity to social risks increased, while the scores of positive emotions (e.g., Oxford happiness) and life satisfaction decreased. People were concerned more about their health and family, while less about leisure and friends. The results contribute to the knowledge gaps of short-term individual changes in psychological conditions after the outbreak. It may provide references for policy makers to plan and fight against COVID-19 effectively by improving stability of popular feelings and urgently prepare clinical practitioners to deliver corresponding therapy foundations for the risk groups and affected people.</p>","Li, Sijia; Wang, Yilin; Xue, Jia; Zhao, Nan; Zhu, Tingshao","https://doi.org/10.3390/ijerph17062032","2020"," Narrative review; Ethics, social science, economics","WHO","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",24
"Immediate Psychological Responses and Associated Factors during the Initial Stage of the 2019 Coronavirus Disease (COVID-19) Epidemic among the General Population in China","Background: The 2019 coronavirus disease (COVID-19) epidemic is a public health emergency of international concern and poses a challenge to psychological resilience. Research data are needed to develop evidence-driven strategies to reduce adverse psychological impacts and psychiatric symptoms during the epidemic. The aim of this study was to survey the general public in China to better understand their levels of psychological impact, anxiety, depression, and stress during the initial stage of the COVID-19 outbreak. The data will be used for future reference. Methods: From 31 January to 2 February 2020, we conducted an online survey using snowball sampling techniques. The online survey collected information on demographic data, physical symptoms in the past 14 days, contact history with COVID-19, knowledge and concerns about COVID-19, precautionary measures against COVID-19, and additional information required with respect to COVID-19. Psychological impact was assessed by the Impact of Event Scale-Revised (IES-R), and mental health status was assessed by the Depression, Anxiety and Stress Scale (DASS-21). Results: This study included 1210 respondents from 194 cities in China. In total, 53.8% of respondents rated the psychological impact of the outbreak as moderate or severe; 16.5% reported moderate to severe depressive symptoms; 28.8% reported moderate to severe anxiety symptoms; and 8.1% reported moderate to severe stress levels. Most respondents spent 20&ndash;24 h per day at home (84.7%); were worried about their family members contracting COVID-19 (75.2%); and were satisfied with the amount of health information available (75.1%). Female gender, student status, specific physical symptoms (e.g., myalgia, dizziness, coryza), and poor self-rated health status were significantly associated with a greater psychological impact of the outbreak and higher levels of stress, anxiety, and depression (p &lt; 0.05). Specific up-to-date and accurate health information (e.g., treatment, local outbreak situation) and particular precautionary measures (e.g., hand hygiene, wearing a mask) were associated with a lower psychological impact of the outbreak and lower levels of stress, anxiety, and depression (p &lt; 0.05). Conclusions: During the initial phase of the COVID-19 outbreak in China, more than half of the respondents rated the psychological impact as moderate-to-severe, and about one-third reported moderate-to-severe anxiety. Our findings identify factors associated with a lower level of psychological impact and better mental health status that can be used to formulate psychological interventions to improve the mental health of vulnerable groups during the COVID-19 epidemic.","Wang, Cuiyan; Pan, Riyu; Wan, Xiaoyang; Tan, Yilin; Xu, Linkang; Ho, S. Cyrus; Ho, C. Roger","https://doi.org/10.3390/ijerph17051729","2020"," Narrative review; Ethics, social science, economics","WHO","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",25
"Investigation of the mental health of patients with novel coronavirus pneumonia","Objective To evaluate the status and influencing factors of the mental health of patients with COVID-19 during isolation treatment. Methods From February 2nd to 16th, 2020, 106 COVID-19 patients were anonymously investigated for their mental health status using onlinequestionnaires (including Patient Health Questionnaire-9, Generalized Anxiety Disorder Scale-7, Patient Health Questionnaire-15 scales). The patients were from Tongji Hospital Affiliated to Tongji Medical College ofHuazhong University of Science and Technology. After data processing, SPSS19.0 was used for statistical analysis. Results Of the 106 COVID-19 patients, 46 were male and 60 were female, with an age of (35.90&plusmn;11.92) years. The detection rates of depression, anxiety and somatic symptoms in those patients were 49.06% (52/106) , 56.60% (60/106) and 69.81% (74/106) respectively. The severe cases of depression (scale score greater than 19) , anxiety (scale score greater than 14) and somatic symptoms (scale score greater than 14) accounted for 9.43% (10/106) , 15.09% (16/106) and 20.75% (22/106) respectively. In addition, 67.92% (72/106) of the patients had sleep problems, 24.53% (26/106) had self-mutilating or suicidal thoughts, and 28.30% (30/106) required psychological counseling&mdash;all of which were at significantly higher percentages than those of the general population. Only 39.62% (42/106) of the examined patients had neither deression nor anxiety. By using the non-parametric test of rank conversion for analysis, and the results showed that both married patients and nucleic-acid-positive patients had more severe depressions, and both married patients and anoxemicpatients had more severe somatic symptoms. Conclusion This mental health assessment showed that depression, anxiety, and various somatic symptoms exist among the COVID-19 patients, and therefore early identification and intervention should be conducted to avoid extreme events such asself-mutilating or suicidal impulsivity, with a greater focus on both married patients and patients with severe symptoms.","ZHAO, Qian; HU, Caihong; FENG, Renjie; YANG, Yuan","https://www.google.com/search?q=Investigation+of+the+mental+health+of+patients+with+novel+coronavirus+pneumonia","2020"," Case study/series; Clinical aspects, diagnosis, treatment","WHO","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",26
"New coronavirus pneumonia and outbreak epidemic virus and eye disease","Since the outbreak of the new coronavirus pneumonia (NCP) in Wuhan City, China, the main transmission mode as well as the diagnosis and treatment of NCP have become a focus of research in China and World Health Organizations. Understanding the mode of infection, transmission and biological behavior of the novel coronavirus (2019-nCoV) is undoubtedly a key of cutting off the spread and prevention of the disease which doctors are fearing to be a worldwide epidemic. In February 2019, Lancet published a correspondence paper, which reviewed a case of NCP patient who first started with conjunctivitis, and raised the issue that the transmission of 2019-nCoV through the ocular surface must not be ignored, causing widespread concern. However, due to a lack of clinical observation data and laboratory research at present, the relationship between NCP pathogen infection and ocular surface infection is not completely clear. So far, there have been many studies and reports on the observation of large-scale epidemic virus infections and eye diseases. This article reviews the eye performance of various types of epidemic virus infections and provides a reference for NCP prevention and control.","YIN, Shengjie; ZHANG, Mingzhi","https://www.google.com/search?q=New+coronavirus+pneumonia+and+outbreak+epidemic+virus+and+eye+disease","2020"," Opinion piece; Clinical aspects, diagnosis, treatment","WHO","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",27
"China virus response criticized as slow","As the novel coronavirus that emerged in Wuhan spreads worldwide (p. 610), China is facing criticism that its initial response was slow, and questions persist about officials' openness. People in and outside of China have praised an early warning about mysterious illnesses, sounded in a message sent 30 December 2019 by Li Wenliang, an ophthalmologist at a Wuhan hospital, to his medical school classmates. On 3 January, however, local police summoned Li, chastised him for spreading socially disruptive rumors, and made him sign a letter of self-criticism. He has since become infected and was hospitalized. Last week, the country's highest court faulted Li's detention as overreach. China is waging a fierce battle against the virus; it built a new, 1000-bed hospital in Wuhan in just 10 days, and Chinese scientists have published several papers on the virus. But in a 30 January statement leaked on social media, China's Ministry of Science and Technology urged researchers to pour their efforts into stopping its spread instead. “Until the task of prevention and control is completed, the focus should not be on the publication of papers,” the statement says As the novel coronavirus that emerged in Wuhan spreads worldwide (p. [610][1]), China is facing criticism that its initial response was slow, and questions persist about officials' openness. People in and outside of China have praised an early warning about mysterious illnesses, sounded in a message sent 30 December 2019 by Li Wenliang, an ophthalmologist at a Wuhan hospital, to his medical school classmates. On 3 January, however, local police summoned Li, chastised him for spreading socially disruptive rumors, and made him sign a letter of self-criticism. He has since become infected and was hospitalized. Last week, the country's highest court faulted Li's detention as overreach. China is waging a fierce battle against the virus; it built a new, 1000-bed hospital in Wuhan in just 10 days, and Chinese scientists have published several papers on the virus. But in a 30 January statement leaked on social media, China's Ministry of Science and Technology urged researchers to pour their efforts into stopping its spread instead. “Until the task of prevention and control is completed, the focus should not be on the publication of papers,” the statement says. > “Employees … are questioning whether they should post potentially life-saving info or check tweets first.” > > A September 2019 email by a National Weather Service official , reported by The Washington Post, after superiors rebuked forecasters for contradicting the president's inaccurate tweets about Hurricane Dorian's path. ### Agriculture The largest plague of desert locusts ( Schistocerca gregaria ) in decades is advancing across the Horn of Africa, consuming crops and threatening famine. The problem began in 2018 when unusually heavy rains on the Arabian Peninsula allowed populations to boom over several generations. In October 2019, the locusts swarmed south into Ethiopia, Eritrea, and Somalia, and in late December, they spread to Kenya, causing the worst infestation there in 70 years. Somalia—which last week declared a national emergency and asked for increased food aid—has already lost 100,000 hectares of crops and pasture. Another generation of locusts will likely hatch this month and cause more damage. The Food and Agriculture Organization of the United Nations called for $70 million to fight the outbreak with pesticides and help farmers. ### Glaciology After dropping sensors and a torpedo-shaped robot through a 700-meter hole in the ice, scientists in Antarctica last week revealed the first direct evidence that warm ocean temperatures around the rapidly retreating Thwaites Glacier could destabilize the key ice sheet. Researchers are worried because Thwaites—larger than the state of Illinois—helps block the ocean from reaching and warming the even bigger, unstable West Antarctic Ice Sheet, whose melting could eventually drive meters of sea level rise. Battling 2 months of stormy conditions, the team measured ocean waters beneath Thwaites at more than 2°C above the freezing point. The robot, Icefin (above, shown operating elsewhere in Antarctica), provided the first images of the glacier's grounding zone, the mysterious boundary where the floating coastal ice sheet attaches to bedrock. The project is part of the International Thwaites Glacier Collaboration, a multiyear effort by the United States and the United Kingdom that is wrapping up its first full field season. ### Leadership Some researchers in Colombia are calling for a little-known molecular biologist appointed as the country's first ever science minister to resign. They are outraged by reports that she treated cancer patients with a fungal extract, without running a formal clinical trial. “We can only regret that the course of how to do science in our country has been left in the hands of pseudoscience,” the Colombian Association of Medical Faculties wrote in a statement. In December 2019, Mabel Gisela Torres Torres was appointed to lead the newly created Ministry of Science, Technology and Innovation. In January, she told a newspaper she did not seek formal ethical, safety, and efficacy reviews of her work with patients because she believed the fungus posed no threat to human health. Her Ph.D. adviser has defended her and notes that metabolites in the fungi Torres studied have shown potential as a cancer treatment in cell and mouse studies. ### Environmental science ![Figure][2] CREDITS: (GRAPHIC) J. BRAINARD/ SCIENCE ; (DATA) UNITED NATIONS UNIVERSITY INSTITUTE FOR WATER, ENVIRONMENT, AND HEALTH The world's growing flows of wastewater offer a largely untapped, potentially lucrative source of energy, agricultural fertilizers, and water for irrigation, a comprehensive study says. The opportunities will increase as the annual volume of wastewater—now 380 billion cubic meters—expands by an estimated 51% by 2050, as populations and incomes multiply, says a team led by researchers at United Nations University's Institute for Water, Environment, and Health. About 13% of global demand for fertilizer could be met by recovering nitrogen, phosphorus, and potash from wastewater; such use provides a bonus, diverting nutrients from waterways, where they can create harmful eutrophication. Sewage also offers an alternative energy source. The need to plan and finance such recovery efforts is greatest in “low- and middle-income countries, where most municipal wastewater still goes into the environment untreated,” says the study, published 27 January in Natural Resources Forum. ### Conservation A decision by South Africa's government to allow breeding and genetic research on more than 30 wild species—including rhinos, lions, and cheetahs—could considerably reduce their genetic diversity, scientists warned last week. The government's action has been interpreted to allow breeders to select for commercially desirable traits, such as longer horns or larger body size; that could create genetic bottlenecks by promoting a few stud lines, the researchers wrote in the South African Journal of Science. They added that it may prove expensive or impossible to keep the intensively bred animals from mating with wild counterparts. A handful of game ranchers requested the policy, which South Africa announced in May 2019 without consulting the public or studying potential consequences. Game ranching —for hunting, meat, and tourism—already occupies more than 15% of the country, and the government wants to expand the industry. ### Funding The U.S. National Science Foundation (NSF) announced this week seven winners in its contest for “big ideas” to address societal problems. Four winning teams will receive $26,000 each to develop ideas on topics ranging from using artificial intelligence for complex problem-solving to developing small-scale technologies that sequester carbon dioxide. Three more teams earned $10,000 as runners-up. The 2026 Idea Machine contest attracted almost 800 submissions, and although some high schoolers made it to the semifinals, all the winners work at research institutions. NSF hopes to fund workshops and exploratory grants to further develop these and other ideas from contestants. ### Publishing A software company said last week it has teamed up with publishing giant Wiley to roll out in mid-2020 a tool that can signal whether findings in Wiley's scientific papers are reproducible. The software, called [Scite.ai][3], uses artificial intelligence to examine articles that cite a paper, and determines and displays whether they provide evidence supporting or contradicting the paper's findings. Users can browse and search the relevant text of the citing articles. Scite CEO Josh Nicholson says the software allows users to home in on articles that attempted to reproduce a study; of every 100 citations analyzed, Scite has found that 94 merely note the paper cited. The addition of Wiley's articles will expand Scite's current trove of more than 14 million papers from other publishers, most in the biomedical sciences. Nicholson expects his company to sign agreements with additional publishers to analyze their articles. ### Biomedicine The Chan Zuckerberg Initiative (CZI) said this week it will award $13.5 million to 30 patient advocacy groups to support their work finding treatments for rare diseases. Of an estimated 7000 rare diseases, fewer than 5% have treatments approved by the U.S. Food and Drug Administration. Each group will receive $450,000 over 2 years as well as training and mentoring as part of the foundation's Rare As One Project, launched last year to help advocates develop networks of patients, clinicians, and scientists. Most of the diseases are autoimmune, neurodegenerative, and other inherited disorders, but the list of diseases also includes rare cancers. CZI, founded by Facebook's Mark Zuckerberg and pediatrician Priscilla Chan, his wife, has made a few other awards to rare disease groups. The initiative expected to make just 10 Rare As One awards but tripled the number after receiving 275 applications. ### Conservation The Trump administration proposed last week to end penalties on owners of open oil storage ponds and other industrial operations that kill birds accidentally. The administration will instead encourage voluntary efforts to protect birds. Conservation groups cried foul, saying the change to the Migratory Bird Treaty Act of 1918 will only embolden companies to take actions that threaten vulnerable species. ### BRAIN Initiative gets leader Since its launch in 2013, the U.S. Brain Research through Advancing Innovative Neurotechnologies (BRAIN) Initiative has doled out about $1.3 billion to develop tools that map and manipulate the brain. Until now, the multiagency effort has had no formal director. But last week, neurobiologist John Ngai of the University of California, Berkeley, was named to take the helm in March. (A longer version of the interview is at <https://scim.ag/BRAINdirector>.) > Q: Why is BRAIN getting a director? > A:The initiative has been run day to day by a terrific team of senior program directors and staff with oversight from the 10 [U.S. National Institutes of Health (NIH)] institutes and centers that are involved in BRAIN. I think as enterprises emerge from their startup phase, the question is how do you translate this into a sustainable enterprise, and yet maintain this cutting-edge innovation? … The initiative really will benefit from somebody thinking about this 24/7. > Q: What distinguishes this second phase of BRAIN? > A:In the first phase, there was a very intentional and concentrated focus on tool development. As we learn more about how neural circuits drive behavior … we can start implementing that knowledge, in terms of treating human diseases. I am hopeful that BRAIN, with other efforts in NIH and in partnership with industry, [can create] technology platforms that could be applied across multiple disease applications. For example: a toolkit of different types of viral delivery vectors [for gene therapy] that could be applied to different parts of the brain, different cell types in the brain, and so on. > Q: What do you see as the initiative's shortcomings? > A:We have a lot of figuring out to do in terms of how to balance the unique potential of individual investigator-initiated research versus the power of large-scale projects. … [And] there is a diversity issue in terms of ethnic diversity as well as gender diversity [among applicants and funded investigators]. It's a hard problem. It just kills me that we're leaving all this talent on the table. [1]: http://www.sciencemag.org/content/367/6478/610 [2]: pending:yes [3]: https://Scite.ai","Science, American Association for the Advancement of","https://doi.org/10.1126/science.367.6478.606","2020"," Opinion piece; Infection prevention and control","WHO","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",28
"Recommendations for respiratory rehabilitation of COVID-19 in adult","COVID-19 is a highly infectious respiratory infection disease, which leads to dysfunction of respiratory, physical, and psychological of the patients. pulmonary rehabilitation is an important intervention for clinical patients as well as cure patients. With the deeper cognition of COVID-19 and accumulation of clinical experience, we proposed the recommendations for pulmonary rehabilitation of COVID-19 in adults based on the opinions of front-line clinical experts involved in the management of this epidemic and a review of the relevant literature and evidences: 1. for the inpatients with COVID-19, pulmonary rehabilitation would relieve the symptoms of dyspnea, anxiety, and depression; eventually improve physical function and the quality of life; 2. For severe/critical inpatients, the early performance of pulmonary rehabilitation is not suggested. 3. For isolating patients, the pulmonary rehabilitation guidence should be conducted through education video, instruction manual or remote consultation. 4. Assessment and monitor should be performed throughout the entire pulmonary rehabilitation process.5. Taking proper grading protection following the guideline. These recommendations can serve as a clinical practice guidence and basis for pulmonary rehabilitation of COVID-19.","Chinese Association of Rehabilitation, Medicine; Respiratory rehabilitation committee of Chinese Association of Rehabilitation, Medicine; Cardiopulmonary rehabilitation Group of Chinese Society of Physicai, Medicine; Rehabilitation","https://doi.org/10.3760/cma.j.cn112147-20200228-00206","2020"," Normative guidance; Clinical aspects, diagnosis, treatment","WHO","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",29
"Economic Impacts of Wuhan 2019-nCoV on China and the World","Uncertainties over the Wuhan 2019 Novel Coronavirus (2019-nCoV), which has killed 1,017 people and sickened more than 43,100 as of Feb 11,(1) has interrupted global trade and supply chains, depressed asset prices, and forced multinational businesses to make hard decisions with limited information. This article is protected by copyright. All rights reserved.","Ayittey, Foster Kofi; Ayittey, Matthew Kormla; Chiwero, Nyasha Bennita; Kamasah, Japhet Senyo; Dzuvor, Christian","https://doi.org/10.1002/jmv.25706","2020","Awaiting classification","WHO","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",30
"The mental health of medical workers in Wuhan, China dealing with the 2019 novel coronavirus","The severe situation is causing mental health problems such as stress, anxiety, depressive symptoms, insomnia, denial, anger, and fear. These mental health problems not only affect the medical workers' attention, understanding, and decision making ability, which might hinder the fight against 2019-nCoV, but could also have a lasting effect on their overall wellbeing. Protecting the mental health of these medical workers is thus important for control of the epidemic and their own long-term health. The local government of Wuhan has implemented policies to address these mental health problems. Medical staff infected with 2019-nCoV while at work will be identified as having work-related injuries.As of Jan 25, 2020, 1230 medical workers have been sent from other provinces to Wuhan to care for patients who are infected and those with suspected infection, strengthen logistics support, and help reduce the pressure on health-care personnel.Most general hospitals in Wuhan have established a shift system to allow front-line medical workers to rest and to take turns in high-pressured roles. Online platforms with medical advice have been provided to share information on how to decrease the risk of transmission between the patients in medical settings, which aims to eventually reduce the pressure on medical workers.","Kang, Lijun; Li, Yi; Hu, Shaohua; Chen, Min; Yang, Can; Yang, Bing Xiang; Wang, Ying; Hu, Jianbo; Lai, Jianbo; Ma, Xiancang; Chen, Jun; Guan, Lili; Wang, Gaohua; Ma, Hong; Liu, Zhongchun","https://doi.org/10.1016/S2215-0366(20)30047-X",NA,"","WHO","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",31
"TheÂ Fear of COVID-19 Scale: Development and Initial Validation.","The emergence of the COVID-19 and its consequences has led to fears, worries, and anxiety among individuals worldwide. The present study developed the Fear of COVID-19 Scale (FCV-19S) to complement the clinical efforts in preventing the spread and treating of COVID-19 cases. The sample comprised 717 Iranian participants. The items of the FCV-19S were constructed based on extensive review of existing scales on fears, expert evaluations, and participant interviews. Several psychometric tests were ","Ahorsu, Lin, Imani, Saffari, Griffiths, Pakpour","https://doi.org/10.1007/s11469-020-00270-8","20200331","COVID-19; Fear; Fear of COVID-19 Scale; Iran; Psychometrics","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",32
"Progression of Mental Health Services during the COVID-19 Outbreak in China.","The novel coronavirus disease (COVID-19) has been rapidly transmitted in China, Macau, Hong Kong, and other Asian and European counterparts. This COVID-19 epidemic has aroused increasing attention nationwide. Patients, health professionals, and the general public are under insurmountable psychological pressure which may lead to various psychological problems, such as anxiety, fear, depression, and insomnia. Psychological crisis intervention plays a pivotal role in the overall deployment of the d","Li, Yang, Liu, Zhao, Zhang, Zhang, Cheung, Xiang","https://doi.org/10.7150/ijbs.45120","20200331",NA,"PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",33
"Study on the public psychological states and its related factors during the outbreak of coronavirus disease 2019 (COVID-19) in some regions of China.","Background: As COVID-19 occurs suddenly and is highly contagious, this will inevitably cause people anxiety, depression, etc. The study on the public psychological states and its related factors during the COVID-19 outbreak is of practical significance.Methods:Â 600 valid questionnaires were received. The Self-Rating Anxiety Scale (SAS) and the Self-Rating Depression ScaleÂ (SDS) were used.Results:Â Females' anxiety risk was 3.01 times compared to males (95%Â CIÂ 1.39","Wang, Di, Ye, Wei","https://doi.org/10.1080/13548506.2020.1746817","20200331","COVID-19; anxiety; depression; public psychological states; related factors","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",34
"Clinical and immunologic features in severe and moderate Coronavirus Disease 2019.","Since December 2019, an outbreak of Coronavirus Disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) emerged in Wuhan, and is now becoming a global threat. We aimed to delineate and compare the immunologic features of severe and moderate COVID-19. In this retrospective study, the clinical and immunologic characteristics of 21 patients (17 male and 4 female) with COVID-19 were analyzed. These patients were classified as severe (11 cases) and moderate (10 ","Chen, Wu, Guo, Cao, Huang, Wang, Wang, Zhang, Chen, Yu, Zhang, Zhang, Wu, Song, Chen, Han, Li, Luo, Zhao, Ning","https://doi.org/10.1172/JCI137244","20200328","Cytokines; Immunology; Infectious disease; Respiration; T cells","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",35
"A nationwide survey of psychological distress among Chinese people in the COVID-19 epidemic: implications and policy recommendations.","The Coronavirus Disease 2019 (COVID-19) epidemic emerged in Wuhan, China, spread nationwide and then onto half a dozen other countries between December 2019 and early 2020. The implementation of unprecedented strict quarantine measures in China has kept a large number of people in isolation and affected many aspects of people's lives. It has also triggered a wide variety of psychological problems, such as panic disorder, anxiety and depression. This study is the first nationwide large-scale surv","Qiu, Shen, Zhao, Wang, Xie, Xu","https://doi.org/10.1136/gpsych-2020-100213","20200329","anxiety; depression; disease notification; panic disorder; psychological trauma","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",36
"The Impact of COVID-19 Epidemic Declaration on Psychological Consequences: A Study on Active Weibo Users.","COVID-19 (Corona Virus Disease 2019) has significantly resulted in a large number of psychological consequences. The aim of this study is to explore the impacts of COVID-19 on people's mental health, to assist policy makers to develop actionable policies, and help clinical practitioners (e.g., social workers, psychiatrists, and psychologists) provide timely services to affected populations. We sample and analyze the Weibo posts from 17,865 active Weibo users using the approach of Online Ecologic","Li, Wang, Xue, Zhao, Zhu","https://doi.org/10.3390/ijerph17062032","20200401","cognition; emotion; mental health; public health emergencies; word frequency analysis; Adult; Anxiety; Anxiety Disorders; Betacoronavirus; China; Coronavirus Infections; Depression; Disease Outbreaks; Emotions; Epidemics; Female; Happiness; Humans; Internet; Male; Mental Health; Pandemics; Personal Satisfaction; Pneumonia, Viral; Resilience, Psychological; Risk Factors; Severe Acute Respiratory Syndrome","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",37
"Factors Associated With Mental Health Outcomes Among Health Care Workers Exposed to Coronavirus Disease 2019.","Health care workers exposed to coronavirus disease 2019 (COVID-19) could be psychologically stressed. To assess the magnitude of mental health outcomes and associated factors among health care workers treating patients exposed to COVID-19 in China. This cross-sectional, survey-based, region-stratified study collected demographic data and mental health measurements from 1257 health care workers in 34 hospitals from January 29, 2020, to February 3, 2020, in China. Health care workers in hospitals ","Lai, Ma, Wang, Cai, Hu, Wei, Wu, Du, Chen, Li, Tan, Kang, Yao, Huang, Wang, Wang, Liu, Hu","https://doi.org/10.1001/jamanetworkopen.2020.3976","20200401","Adult; Anxiety; Anxiety Disorders; Betacoronavirus; China; Coronavirus Infections; Cross-Sectional Studies; Depression; Female; Health Personnel; Humans; Male; Mental Health; Outcome Assessment, Health Care; Pandemics; Pneumonia, Viral; Sleep Initiation and Maintenance Disorders; Stress, Psychological; Surveys and Questionnaires","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",38
"Immediate Psychological Responses and Associated Factors during the Initial Stage of the 2019 Coronavirus Disease (COVID-19) Epidemic among the General Population in China.","Background: The 2019 coronavirus disease (COVID-19) epidemic is a public health emergency of international concern and poses a challenge to psychological resilience. Research data are needed to develop evidence-driven strategies to reduce adverse psychological impacts and psychiatric symptoms during the epidemic. The aim of this study was to survey the general public in China to better understand their levels of psychological impact, anxiety, depression, and stress during the initial stag","Wang, Pan, Wan, Tan, Xu, Ho, Ho","https://doi.org/10.3390/ijerph17051729","20200318","anxiety; coronavirus; depression; epidemic; knowledge; precaution; psychological impact; respiratory symptoms; stress; Adolescent; Adult; Aged; Anxiety; Anxiety Disorders; Child; China; Coronavirus; Coronavirus Infections; Cross-Sectional Studies; Depression; Disease Outbreaks; Epidemics; Female; Health Status; Humans; Male; Mental Health; Middle Aged; Pneumonia, Viral; Resilience, Psychological; Surveys and Questionnaires; Young Adult","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",39
"[Recommendations for respiratory rehabilitation of COVID-19 in adult].","COVID-19 is a highly infectious respiratory infection disease, which leads to dysfunction of respiratory, physical, and psychological of the patients. pulmonary rehabilitation is an important intervention for clinical patients as well as cure patients. With the deeper cognition of COVID-19 and accumulation of clinical experience, we proposed the recommendations for pulmonary rehabilitation of COVID-19 in adults based on the opinions of front-line clinical experts involved in the management of th","","https://doi.org/10.3760/cma.j.cn112147-20200228-00206","20200303","COVID-19; Pulmonary rehabilitation; Recommendations","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",40
"Pathogenicity of a QX-like avian infectious bronchitis virus isolated in China.","Avian infectious bronchitis is a serious and highly contagious disease caused by infectious bronchitis virus (IBV). We isolated a highly virulent IBV strain (CK/CH/JS/TAHY) from kidneys of diseased chickens. Phylogenetic analysis based on the S1 gene revealed that CK/CH/JS/TAHY clustered with the QX-like type. The S1 gene has 1,620 nucleotides and encoded a polypeptide of 540 amino acids with typical coronavirus cleavage recognition sites of HRRR. About 1-day-old specific pathogen-free White Leg","Ren, Liu, Huang, Li, Shang, Liang, Luo, Chen","https://doi.org/10.3382/ps/pez568","20191001","QX-like type; avian infectious bronchitis; pathogenicity","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",41
"The effects of past SARS experience and proximity on declines in numbers of travelers to the Republic of Korea during the 2015 MERS outbreak: A retrospective study.","The experience of previous sizable outbreaks may affect travelers' decisions to travel to an area with an ongoing outbreak. We estimated changes in monthly numbers of visitors to the Republic of Korea (ROK) in 2015 compared to projected values by selected areas. We tested whether areas' experience of a previous SARS outbreak of â‰¥100 cases or distance to the ROK had a significant effect on travel to the ROK during the MERS outbreak using t-tests and regression models. The percentage changes in ","Joo, Henry, Lee, Berro, Maskery","https://doi.org/10.1016/j.tmaid.2019.05.009","20191024","Coronavirus Infections; Humans; Middle East Respiratory Syndrome Coronavirus; Regression Analysis; Republic of Korea; Retrospective Studies; Severe Acute Respiratory Syndrome; Travel","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",42
"Simultaneous detection and differentiation of canine parvovirus and feline parvovirus by high resolution melting analysis.","Canine parvovirus (CPV) and feline parvovirus (FPV) are causative agents of diarrhea in dogs and cats, which manifests as depression, vomiting, fever, loss of appetite, leucopenia, and diarrhea in young animals. CPV and FPV can single or mixed infect cats and cause disease. To diagnose sick animals effectively, an effective virus diagnostic and genome typing method with high sensitivity and specificity is required. In this study, a conserved segment containing one SNP A4408C of parvovirus was us","Sun, Cheng, Lin, Zhang, Yi, Tong, Cao, Li, Cheng, Wang","https://doi.org/10.1186/s12917-019-1898-5","20190523","Canine parvovirus; Differentiation; Feline parvovirus; HRM; Simultaneous detection; Feline Panleukopenia Virus; Molecular Diagnostic Techniques; Nucleic Acid Denaturation; Parvoviridae Infections; Parvovirus, Canine; Transition Temperature","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",43
