"title","abstract","authors","link","date","subject","source","initial_decision","q0","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","extraction_date","expert_decision","ID","o1"
"[Explore the Optimal Resolvent of Medical Needs and Mental Health for Patients with Lung Cancer during Epidemic Novel Coronavirus Pneumonia].","With the rapid spread of novel coronavirus pneumonia (NCP) worldwide and the escalation of prevention and control efforts, the routine medical needs of patients have been restricted. The aims were to investigate medical needs of lung cancer patients and their mental health status during the epidemic periods, so as to provide rational recommendations for subsequent diagnosis and treatment. The questionnaire was sent in the form of an electronic questionnaire at 7am on 4th, March, 2020, until 7am ","Xu, Yang, Yang, Yang, Mi, Cui, Yang, Wang, Wang","https://doi.org/10.3779/j.issn.1009-3419.2020.101.18","20200422","Lung neoplasms; Mental health; Novel coronavirus pneumonia","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-23","",427,""
"Equine coronavirus: An emerging enteric virus of adult horses.","Equine coronavirus (ECoV) is an emerging virus associated clinically and epidemiologically with fever, depression, anorexia and less frequently colic and diarrhoea in adult horses. Sporadic cases and outbreaks have been reported with increased frequency since 2010 from Japan, the USA and more recently from Europe. A faeco-oral transmission route is suspected and clinical or asymptomatic infected horses appear to be responsible for direct and indirect transmission of ECoV. A presumptive clinical ","Pusterla, Vin, Leutenegger, Mittel, Divers","https://doi.org/10.1111/eve.12453","20200421","clinical signs; diagnosis; equine coronavirus; horse; treatment","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-23","",428,""
"Epidemic of COVID-19 in China and associated Psychological Problems.","The world is experiencing pandemic of the COVID-19 now, a RNA virus that spread out from Wuhan, China. Two countries, China first and later Italy, have gone to full lock down due to rapid spread of this virus. Till to date, no epidemiological data on mental health problems due to outbreak of the COVID-19 and mass isolation were not available. To meet this need, the present study was undertaken to assess the mental health status of Chinese people. An online survey was conducted on a sample of 107","Ahmed, Ahmed, Aibao, Hanbin, Siyu, Ahmad","https://doi.org/10.1016/j.ajp.2020.102092","20200421","Alcohol use disorder; Anxiety; COVID-19; China; Depression; Epidemic","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-23","",429,""
"Prevalence of self-reported depression and anxiety among pediatric medical staff members during the COVID-19 outbreak in Guiyang, China.",NA,"Chen, Zhou, Zhou, Zhou","https://doi.org/10.1016/j.psychres.2020.113005","20200421",NA,"PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-23","",430,""
"Addressing collegiate mental health amid COVID-19 pandemic.","College students encounter unique challenges leading to poor mental health in the wake of the COVID-19 outbreak. Before the pandemic started, one in five college students experienced one or more diagnosable mental disorders worldwide. The fact that the COVID-19 pandemic affects collegiate mental health underscores the urgent need to understand these challenges and concerns in order to inform the development of courses of action and public health messaging that can better support college students","Zhai, Du","https://doi.org/10.1016/j.psychres.2020.113003","20200421","COVID-19; Collegiate mental health; Higher education","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-23","",431,""
"Mental Health Services in Lombardy during COVID-19 outbreak.","Lombardy is the Region in Italy the most heavily affected by coronavirus disease (COVID-19) contagion. The Regional Health Authority mandates that mental health services should be guaranteed, identifying mental health as a priority for their citizens. Recommendations for occupational and health safety have been provided to patients and hospital staff, including support for telemedicine activities and remote psychosocial interventions. Services of the Mental Health Departments of Milano &quot;Nig","Percudani, Corradin, Moreno, Indelicato, Vita","https://doi.org/10.1016/j.psychres.2020.112980","20200421","Coronavirus disease 2019; Lombardy; Psychiatric services","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-23","",432,""
"Lessons learned from 9/11: Mental health perspectives on the COVID-19 pandemic.","The COVID-19 pandemic will likely lead to high rates of PTSD, depression, and substance misuse among survivors, victims' families, medical workers, and other essential personnel. The mental health response to the 9/11/01 terrorist attacks, culminating in a federally-funded health program, provides a template for how providers may serve affected individuals. Drawing on the 9/11 experience, we highlight effective prevention measures, likely short and long-term treatment needs, vulnerable subgroups","DePierro, Lowe, Katz","https://doi.org/10.1016/j.psychres.2020.113024","20200421","Disaster mental health; Emergency responders; PTSD","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-23","",433,""
"The immediate mental health impacts of the COVID-19 pandemic among people with or without quarantine managements.",NA,"Zhu, Wu, Zhu, Hong, Yu, Chen, Chen, Jiang, Wang","https://doi.org/10.1016/j.bbi.2020.04.045","20200421",NA,"PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-23","",434,""
"Obesity is associated with severe forms of COVID-19.","We have read with great interest the Brief Cutting Edge Report from Simonnet et al. which reports a high prevalence of obesity in severe acute respiratory syndrome coronavirus-2 (SARS-Cov-2) requiring invasive mechanical ventilation. In the context of unprecedented health crisis due to the coronavirus disease 2019 (COVID-19) outbreak, these results are of a great importance and may have major implications in public health strategy especially in western countries affected by a high prevalence of ","Caussy, Wallet, Laville, Disse","https://doi.org/10.1002/oby.22842","20200421",NA,"PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-23","",435,""
"Medically unexplained symptoms in the times of Covid-19 pandemic: a case-report.","In early 2020, a novel coronavirus (SARS-CoV-2) leading to a potentially fatal condition was discovered. Since then, the 2019 coronavirus disease (COVID-19) has spread worldwide becoming a pandemic. Beyond the risks strictly related to the infection, concerns have been expressed for the psychological impact that COVID-19 may have, especially on vulnerable individuals with pre-existing mental health conditions. Somatic symptom disorder (SSD) is characterized by a dysfunctional preoccupation with ","Colizzi, Bortoletto, Silvestri, Mondini, Puttini, Cainelli, Gaudino, Ruggeri, Zoccante","https://doi.org/10.1016/j.bbih.2020.100073","20200421","2019-nCoV; Anxiety; Child and Adolescent Psychiatry; Coronavirus; Obsessive Compulsive Symptoms; Somatic Symptom Disorder","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-23","",436,""
"Nosocomial infections in psychiatric hospitals during the new coronavirus pneumonia outbreak.","Since mid-December 2019, a new coronavirus pneumonia (NCP) has emerged in China. It was reported that Wuhan Mental Health Center in China was affected from the very beginning of the outbreak. Coincidentally, another large-scale nosocomial infection occurred at the psychiatric ward of the Daenam Hospital in South Korea. It is important for the policymakers to pay full attention on this aspect worldwide and corresponding prevention recommendations should be provided.","Ji, Li, Huang, Zhu","https://doi.org/10.1016/j.ejpsy.2020.04.001","20200421","Coronavirus; Nosocomial infection; Pneumonia","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-23","",437,""
"[Ensuring mental health care during the SARS-CoV-2 epidemic in France: A narrative review].","The lack of ressources and coordination to face the epidemic of coronavirus raises concerns for the health of patients with mental disorders in a country where we keep in memory the dramatic experience of famine in psychiatric hospitals during the Second World War. This article aims at proposing guidance to ensure mental health care during the SARS-CoV epidemy in France. Authors performed a narrative review identifying relevant results in the scientific and medical literature and local initiativ","Chevance, Gourion, Hoertel, Llorca, Thomas, Bocher, Moro, LaprÃ©vote, Benyamina, Fossati, Masson, Leaune, Leboyer, Gaillard","https://doi.org/10.1016/j.encep.2020.03.001","20200421","Coronavirus; Covid-19; Epidemy; France; Pandemy; PandÃ©mie; Psychiatrie; Psychiatry; SARS-CoV-2; SantÃ© mentale; Ã‰pidÃ©mie","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-23","",438,""
"COVID-19 under the SARS Cloud: Mental Health Nursing during the Pandemic in Hong Kong.","This editorial presents a commentary on COVID-19 and mental health in Hong Kong. We outline the current measures being used to contain the outbreak and how the experience of the SARS epidemic may have influenced the response in Hong Kong. We also discuss the potential mental health ill-effects of the pandemic and its impact on mental health nursing locally.","Cheung, Fong, Bressington","https://doi.org/10.1111/jpm.12639","20200420",NA,"PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-23","",439,""
"Coronaviruses and people with intellectual disability: An exploratory data analysis.","COVID-19 has been announced as a new coronavirus disease by the World Health Organization (WHO). At the time of writing this article (April 2020), the world is drastically influenced by the COVID-19. Recently the COVID-19 open research dataset (CORD-19) was published. For researchers on intellectual disability such as ourselves, it is of key interest to learn whether this open research dataset may be used to investigate the virus and its consequences for people with an intellectual disability. F","Tummers, Catal, Tobi, Tekinerdogan, Leusink","https://doi.org/10.1111/jir.12730","20200420",NA,"PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-23","",440,""
"Psychological support in times of COVID-19: the Essen community-based CoPE concept.","The SARS CoV-2-virus (COVID-19) pandemic is pushing national and international structures to their limits. Little is known about treatment options to combat the novel virus, but the same applies to the effects of COVID-19 on people's mental health. In Germany, as in many other countries, governmental actions impact peoples' individual freedom. These highly necessary actions to slow down the spread of the virus, however, are a burden to the community. We established a structured concept to suppor","BÃ¤uerle, Skoda, DÃ¶rrie, BÃ¶ttcher, Teufel","https://doi.org/10.1093/pubmed/fdaa053","20200420",NA,"PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-23","",441,""
"Health-Related Quality of Life in Common Variable Immunodeficiency Italian Patients Switched to Remote Assistance During the COVID-19 Pandemic.","A rapidly expanding pandemic of the new coronavirus has become the focus of global scientific attention. Data are lacking on the impact of the pandemic caused by the severe acute respiratory syndrome coronavirus 2 on health-related quality of life among patients affected by primary antibody deficiencies (PADs). To identify factors impacting the health-related-quality of life (HRQOL) among Italian patients affected by PADs switched to remote assistance at the time of the coronavirus disease 2019 ","Pulvirenti, Cinetto, Milito, Bonanni, Pesce, Leodori, Garzi, Miglionico, Tabolli, Quinti","https://doi.org/10.1016/j.jaip.2020.04.003","20200421","Anxiety; COVID-19; COVID-19 epidemic; Common variable immunodeficiencies; Coronavirus; Depression; General Health Questionnaire; Health-related quality of life; Remote assistance","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-23","",442,""
"<U+65B0><U+578B><U+51A0><U+72B6><U+75C5><U+6BD2><U+80BA><U+708E><U+75AB><U+60C5><U+4E0B><U+5927><U+5B66><U+751F><U+5FC3><U+7406><U+5065><U+5EB7><U+72B6><U+51B5><U+53CA><U+5F71><U+54CD><U+56E0><U+7D20><U+5206><U+6790>","OBJECTIVE: To investigate the mental health status of college students during the epidemic of COVID-19 and identify the factors influencing the mental health of the students. METHODS: Using a general questionnaire, a self-designed new coronavirus pneumonia knowledge and cognitive behavior questionnaire, the Generalized Anxiety Disorder 7 (GAD-7) and Patient Health Questionnaire 9 (PHQ-9), we conducted an internet-based questionnaire survey of 3881 college students in Guangdong Province. A multinomial-logistic regression model was used to analyze the collected data. RESULTS: The survey showed that 69.47% of the college students had a high level of awareness of COVID-19; the overall incidence of anxiety was 26.60%, and the incidences of mild, moderate and severe anxiety were 23.19%, 2.71%, and 0.70%, respectively. Depressive emotions were detected in 21.16% of the students, and the incidences of mild, moderate, and moderate-to-severe depression were 16.98%, 3.17%, and 1.01%, respectively. The results of multivariate analysis showed that an older age was associated with a higher level of awareness of COVID-19 and greater changes in future health behaviors were associated with less anxiety and depression among the students. The students currently in rural areas, of non-medical majors, and reporting half of their information concerning the epidemic being negative were more likely to have anxiety; female gender, residence in suburbs, a drinking history, and excessive negative information concerning the epidemic were all associated with the likeliness of depression. CONCLUSION: The college students have different levels of anxiety and depression during the epidemic. Depression and anxiety are closely related, but the factors contributing to different levels of such emotions can be different, and colleges and related departments are urged to provide precision mental health education for college students.","","https://www.doi.org/10.12122/j.issn.1673-4254.2020.02.06","20200220",NA,"PMC","Undecided","","","","","","","","","","","","","FALSE","2020-04-23","",443,""
"Community-acquired pneumonia among children: the latest evidence for an updated management","Abstract Objective To provide cutting-edge information for the management of community-acquired pneumonia in children under 5 years, based on the latest evidence published in the literature. Data source A comprehensive search was conducted in PubMed, by using the expressions: “community-acquired pneumonia” AND “child” AND “etiology” OR “diagnosis” OR “severity” OR “antibiotic”. All articles retrieved had the title and the abstract read, when the papers reporting the latest evidence on each subject were identified and downloaded for complete reading. Data synthesis In the era of largely implemented bacterial conjugate vaccines and widespread use of amplification nucleic acid techniques, respiratory viruses have been identified as the most frequent causative agents of community-acquired pneumonia in patients under 5 years. Hypoxemia (oxygen saturation = 96%) and increased work of breathing are signs most associated with community-acquired pneumonia. Wheezing detected on physical examination independently predicts viral infection and the negative predictive value (95% confidence interval) of normal chest X-ray and serum procalcitonin < 0.25 ng/dL was 92% (77-98%) and 93% (90-99%), respectively. Inability to drink/feed, vomiting everything, convulsions, lower chest indrawing, central cyanosis, lethargy, nasal flaring, grunting, head nodding, and oxygen saturation < 90% are predictors of death and can be used as indicators for hospitalization. Moderate/large pleural effusions and multilobar infiltrates are predictors of severe disease. Orally administered amoxicillin is the first line outpatient treatment, while ampicillin, aqueous penicillin G, or amoxicillin (initiated initially by intravenous route) are the first line options to treat inpatients. Conclusions Distinct aspects of childhood community-acquired pneumonia have changed during the last three decades. Resumo Objetivo Fornecer informações de ponta para o manejo de crianças menores de cinco anos com pneumonia adquirida na comunidade, com base nas evidências mais recentes publicadas na literatura. Fonte de dados Uma pesquisa abrangente foi feita no PubMed, com as expressões: “community-acquired pneumonia” + “child” + “etiology” ou “diagnosis” ou “severity” ou “antibiotic”. Todos os artigos encontrados tiveram o título e o resumo lidos e os artigos que relatavam as evidências mais recentes sobre cada assunto foram identificados e recuperados para leitura completa. Síntese dos dados Na era das vacinas bacterianas conjugadas amplamente usadas e do uso difundido de técnicas de amplificação de ácidos nucléicos, os vírus respiratórios foram identificados como os agentes causadores mais frequentes de pneumonia adquirida na comunidade em pacientes com menos de cinco anos. A hipoxemia (saturação de oxigênio = 96%) e o aumento do esforço respiratório são os sinais mais associados à pneumonia adquirida na comunidade. A sibilância detectada ao exame físico prediz de forma independente a infecção viral e o valor preditivo negativo (intervalo de confiança de 95%) da radiografia de tórax normal e a procalcitonina sérica < 0,25 ng/dL foi de 92% (77-98%) e 93% (90-99%), respectivamente. Incapacidade de beber e se alimentar, vomitar todo o alimento, convulsões, retração torácica subcostal, cianose central, letargia, aleteo nasal, estridor e saturação de oxigênio < 90% são preditores de óbito e podem ser usados como indicadores de hospitalização. Derrames pleurais moderados/grandes e infiltrados multilobulares são preditores de doença grave. A amoxicilina administrada por via oral é a opção de primeira linha para tratar pacientes ambulatoriais e a ampicilina ou penicilina cristalina G ou amoxicilina (administrada inicialmente por via intravenosa) são as opções de primeira linha para tratar pacientes hospitalizados. Conclusões Aspectos distintos da pneumonia adquirida na comunidade durante a infância mudaram durante as últimas três décadas.","Nascimento-Carvalho, Cristiana M.","https://www.doi.org/10.1016/j.jpedp.2019.08.002","20200430",NA,"Elsevier","Undecided","","","","","","","","","","","","","FALSE","2020-04-23","",444,""
