"title","abstract","authors","link","date","subject","source","initial_decision","q0","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","extraction_date","expert_decision","ID","o1"
"Health Communication Through News Media During the Early Stage of the COVID-19 Outbreak in China: A Digital Topic Modeling Approach.","In December 2019, a few COVID-19 cases were first reported in Wuhan, Hubei, China. Soon after, increasing cases were detected in other parts of China and soon the disease broke out in China. As this dreadful disease spreads rapidly, the mass media has been active in community education on COVID-19 by delivering health information about this novel coronavirus, such as its pathogenesis, spread, and prevention/containment. This study collected media reports on COVID-19 and investigated the patterns","Liu, Zheng, Zheng, Chen, Liu, Chen, Chu, Zhu, Akinwunmi, Huang, Zhang, Ming","https://doi.org/10.2196/19118","20200417",NA,"PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-20","",397,""
"COVID 19: Impact of lock-down on mental health and tips to overcome.",NA,"Hiremath, Suhas Kowshik, Manjunath, Shettar","https://doi.org/10.1016/j.ajp.2020.102088","20200419","Anxiety; COVID 19; Lock-down; Mental health","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-20","",398,""
"Dealing with Corona virus anxiety and OCD.","The world is reeling under the crisis caused by corona virus disease (COVID-19), print, electronic and social media are flooded with numerous advisories issued by governments and other national &amp; international agencies. While all this is being done with best of intentions so as to contain the spread of this viral disease, this is causing a significant negative impact on mental health of people specially person of obsessive-compulsive disorder with fear of contamination and excessive washing ","Kumar, Somani","https://doi.org/10.1016/j.ajp.2020.102053","20200419","Anxiety disorders; Corona virus; OCD","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-20","",399,""
"COVID-19 and mental health: A review of the existing literature.","The COVID-19 pandemic is a major health crisis affecting several nations, with over 720,000 cases and 33,000 confirmed deaths reported to date. Such widespread outbreaks are associated with adverse mental health consequences. Keeping this in mind, existing literature on the COVID-19 outbreak pertinent to mental health was retrieved via a literature search of the PubMed database. Published articles were classified according to their overall themes and summarized. Preliminary evidence suggests tha","Rajkumar","https://doi.org/10.1016/j.ajp.2020.102066","20200419","Anxiety; COVID-19; Depression; Public health; Stress","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-20","",400,""
"Impact Of Sars-Cov-2 And Its Reverberation In Global Higher Education And Mental Health.","According to UNESCO's monitoring, more than 160 countries implemented nationwide closures, which impacted over 87% of the world's student population. Several other countries implemented localized school closures; should these closures become nationwide, millions of additional learners will experience education disruption. Universities from around the world have been uncertain about how long the coronavirus crisis will last and how it might affect the mental health of students and faculty. The ps","AraÃºjo, de Lima, Cidade, Nobre, Neto","https://doi.org/10.1016/j.psychres.2020.112977","20200419","COVID-19; Education; Mental Health","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-20","",401,""
"When health professionals look death in the eye: the mental health of professionals who deal daily with the 2019 coronavirus outbreak.","The fact that COVID-19 is transmissible from human to human and associated with high morbidity and potentially fatality can intensify the perception of personal danger. In addition, the foreseeable shortage of supplies and an increasing flow of suspected and real cases of COVID-19 contribute to the pressures and concerns of health professionals. The studies were identified in well-known international journals found in two electronic databases: Scopus and Embase. The data were cross-checked with ","Neto, Almeida, Esmeraldo, Nobre, Pinheiro, de Oliveira, Sousa, Lima, Lima, Moreira, Lima, JÃºnior, da Silva","https://doi.org/10.1016/j.psychres.2020.112972","20200419","COVID-19; Health professionals; Psychic exhaustion","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-20","",402,""
"Psychological status of surgical staff during the COVID-19 outbreak.","The severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), which appeared in early December 2019, had an atypical viral pneumonia outbreak in Wuhan, Hubei, China. And there is a high risk of global proliferation and impact. The sudden increase in confirmed cases has brought tremendous stress and anxiety to frontline surgical staff. The results showed that the anxiety and depression of surgical staff during the outbreak period were significantly higher and mental health problems appeared, ","Xu, Xu, Wang, Wang","https://doi.org/10.1016/j.psychres.2020.112955","20200419",NA,"PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-20","",403,""
"Psychological status of parents of hospitalized children during the COVID-19 epidemic in China.","A series of unexplained pneumonia appeared in Wuhan, Hubei Province, China, which is highly contagious. The virus is prone to nervous and anxious psychological reactions. In the objective environment of complex and densely populated hospitals, it is a high-risk area for virus-transmitted infections and children generally have lower immunity who are more likely to develop infections. The results showed that the mental health problems of parents of hospitalized children during the epidemic were mo","Yuan, Xu, Xia, Lou, Xie, Ge, Shao","https://doi.org/10.1016/j.psychres.2020.112953","20200419","COVID-19 epidemic; Parents; Psychological status","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-20","",404,""
"People experiencing homelessness: Their potential exposure to COVID-19.","Insufficient housing quality is associated with stress and mental health impacts. Crowding, pollution, noise, inadequate lighting, lack of access to green spaces, and other environmental factors associated with slums can exacerbate mental health disorders, including depression, anxiety, violence, and other forms of social dysfunction. The studies were identified using large-sized newspapers with international circulation. Experts say that people who sleep in shelters or on the streets already ha","Lima, de Souza, Feitosa, Moreira, da Silva, Neto","https://doi.org/10.1016/j.psychres.2020.112945","20200419","2019 Coronavirus disease (COVID-19); Mental health disorders; People experiencing homelessness","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-20","",405,""
"Mental health effects of school closures during COVID-19.",NA,"Lee","https://doi.org/10.1016/S2352-4642(20)30109-7","20200417",NA,"PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-20","",406,""
"Mental Health Nurses locked out while Australia locks down.","Australia is currently in lockdown, it's State, and National borders closed, gatherings of more than two people in public are banned, and a raft of other unprecedented measures have been implemented in response to the COVID-19 pandemic. This comes on the back of apocalyptic fires, floods and cyclones. Those that have been involved in recovery efforts in any of these events will have been witness to the resilience of the Australian community. These adventitious crises tend to bring communities to","Lakeman","https://doi.org/10.1111/jpm.12638","20200417",NA,"PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-20","",407,""
"Laboratory testing of SARS-CoV, MERS-CoV, and SARS-CoV-2 (2019-nCoV): Current status, challenges, and countermeasures.","Emerging and reemerging infectious diseases are global public concerns. With the outbreak of unknown pneumonia in Wuhan, China in December 2019, a new coronavirus, SARS-CoV-2 has been attracting tremendous attention. Rapid and accurate laboratory testing of SARS-CoV-2 is essential for early discovery, early reporting, early quarantine, early treatment, and cutting off epidemic transmission. The genome structure, transmission, and pathogenesis of SARS-CoV-2 are basically similar to SARS-CoV and M","Yan, Chang, Wang","https://doi.org/10.1002/rmv.2106","20200417","MERS-CoV; SARS-CoV; SARS-CoV-2 (2019-nCoV); nucleic acid testing; serological testing; specimen collection","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-20","",408,""
"Psychological assistance during the coronavirus disease 2019 outbreak in China.","Disaster psychological assistance has become an important part of the disaster relief system, playing a crucial role in restoring and maintaining emotional stability and security of people and reducing trauma-related stress. As the first country to experience the outbreak of the coronavirus disease 2019 (COVID-19), China actively adopted psychological assistance measures in response to the panic caused by the epidemic. These measures are expected to help the Chinese government and governments in","Wang, Zhao, Feng, Liu, Yao, Shi","https://doi.org/10.1177/1359105320919177","20200417","COVID-19; health psychology; mental health care; prevention; psychological assistance; public health","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-20","",409,""
"The economic impact of the Coronavirus 2019 (Covid-2019): Implications for the mining industry.","The Coronavirus 2019 (Covid-19) global pandemic has not only caused infections and deaths, but it has also wreaked havoc with the global economy on a scale not seen since at least the Great Depression. Covid-19 has the potential to destroy individual livelihoods, businesses, industries and entire economies. The mining sector is not immune to these impacts, and the crisis has the potential to have severe consequences in the short, medium and long-term for the industry. Understanding these impacts","Laing","https://doi.org/10.1016/j.exis.2020.04.003","20200417",NA,"PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-20","",410,""
"Covid-19: Mental health consequences of pandemic need urgent research, paper advises.",NA,"Mahase","https://doi.org/10.1136/bmj.m1515","20200417",NA,"PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-20","",411,""
"Coronavirus anxiety scale: A brief mental health screener for COVID-19 related anxiety.","Mental health concerns of people impacted by the coronavirus pandemic have not been adequately addressed. The objective of this study was to develop and evaluate the properties of the Coronavirus Anxiety Scale (CAS), which is a brief mental health screener to identify probable cases of dysfunctional anxiety associated with the COVID-19 crisis. This 5-item scale, which was based on 775 adults with anxiety over the coronavirus, demonstrated solid reliability and validity. Elevated CAS scores were ","Lee","https://doi.org/10.1080/07481187.2020.1748481","20200417",NA,"PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-20","",412,""
"A longitudinal study on the mental health of general population during the COVID-19 epidemic in China.","In addition to being a public physical health emergency, Coronavirus disease 2019 (COVID-19) affected global mental health, as evidenced by panic-buying worldwide as cases soared. Little is known about changes in levels of psychological impact, stress, anxiety and depression during this pandemic. This longitudinal study surveyed the general population twice - during the initial outbreak, and the epidemic's peak four weeks later, surveying demographics, symptoms, knowledge, concerns, and precauti","Wang, Pan, Wan, Tan, Xu, McIntyre, Choo, Tran, Ho, Sharma, Ho","https://doi.org/10.1016/j.bbi.2020.04.028","20200419","Anxiety; COVID-19; Coronavirus; Depression; Epidemic; Longitudinal; Pandemic; Post-traumatic stress disorder; Precaution; Stress","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-20","",413,""
"COVID-19 disease emergency operational instructions for Mental Health Departments issued by the Italian Society of Epidemiological Psychiatry.","During the current COVID-19 disease emergency, it is not only an ethical imperative but also a public health responsibility to keep the network of community psychiatry services operational, particularly for the most vulnerable subjects (those with mental illness, disability, and chronic conditions). At the same time, it is necessary to reduce the spread of the COVID-19 disease within the outpatient and inpatient services affiliated with Mental Health Departments. These instructions, first publis","Starace, Ferrara","https://doi.org/10.1017/S2045796020000372","20200418","Community mental health; emergency psychiatry; health service research; mental health; quality of care","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-20","",414,""
"<U+65B0><U+578B><U+51A0><U+72B6><U+75C5><U+6BD2><U+80BA><U+708E><U+75AB><U+60C5><U+4E0B><U+5927><U+5B66><U+751F><U+5FC3><U+7406><U+5065><U+5EB7><U+72B6><U+51B5><U+53CA><U+5F71><U+54CD><U+56E0><U+7D20><U+5206><U+6790>","OBJECTIVE: To investigate the mental health status of college students during the epidemic of COVID-19 and identify the factors influencing the mental health of the students. METHODS: Using a general questionnaire, a self-designed new coronavirus pneumonia knowledge and cognitive behavior questionnaire, the Generalized Anxiety Disorder 7 (GAD-7) and Patient Health Questionnaire 9 (PHQ-9), we conducted an internet-based questionnaire survey of 3881 college students in Guangdong Province. A multinomial-logistic regression model was used to analyze the collected data. RESULTS: The survey showed that 69.47% of the college students had a high level of awareness of COVID-19; the overall incidence of anxiety was 26.60%, and the incidences of mild, moderate and severe anxiety were 23.19%, 2.71%, and 0.70%, respectively. Depressive emotions were detected in 21.16% of the students, and the incidences of mild, moderate, and moderate-to-severe depression were 16.98%, 3.17%, and 1.01%, respectively. The results of multivariate analysis showed that an older age was associated with a higher level of awareness of COVID-19 and greater changes in future health behaviors were associated with less anxiety and depression among the students. The students currently in rural areas, of non-medical majors, and reporting half of their information concerning the epidemic being negative were more likely to have anxiety; female gender, residence in suburbs, a drinking history, and excessive negative information concerning the epidemic were all associated with the likeliness of depression. CONCLUSION: The college students have different levels of anxiety and depression during the epidemic. Depression and anxiety are closely related, but the factors contributing to different levels of such emotions can be different, and colleges and related departments are urged to provide precision mental health education for college students.","","https://www.doi.org/10.12122/j.issn.1673-4254.2020.02.06","20200220",NA,"PMC","Undecided","","","","","","","","","","","","","FALSE","2020-04-20","",415,""
"Community-acquired pneumonia among children: the latest evidence for an updated management","Abstract Objective To provide cutting-edge information for the management of community-acquired pneumonia in children under 5 years, based on the latest evidence published in the literature. Data source A comprehensive search was conducted in PubMed, by using the expressions: “community-acquired pneumonia” AND “child” AND “etiology” OR “diagnosis” OR “severity” OR “antibiotic”. All articles retrieved had the title and the abstract read, when the papers reporting the latest evidence on each subject were identified and downloaded for complete reading. Data synthesis In the era of largely implemented bacterial conjugate vaccines and widespread use of amplification nucleic acid techniques, respiratory viruses have been identified as the most frequent causative agents of community-acquired pneumonia in patients under 5 years. Hypoxemia (oxygen saturation = 96%) and increased work of breathing are signs most associated with community-acquired pneumonia. Wheezing detected on physical examination independently predicts viral infection and the negative predictive value (95% confidence interval) of normal chest X-ray and serum procalcitonin < 0.25 ng/dL was 92% (77-98%) and 93% (90-99%), respectively. Inability to drink/feed, vomiting everything, convulsions, lower chest indrawing, central cyanosis, lethargy, nasal flaring, grunting, head nodding, and oxygen saturation < 90% are predictors of death and can be used as indicators for hospitalization. Moderate/large pleural effusions and multilobar infiltrates are predictors of severe disease. Orally administered amoxicillin is the first line outpatient treatment, while ampicillin, aqueous penicillin G, or amoxicillin (initiated initially by intravenous route) are the first line options to treat inpatients. Conclusions Distinct aspects of childhood community-acquired pneumonia have changed during the last three decades. Resumo Objetivo Fornecer informações de ponta para o manejo de crianças menores de cinco anos com pneumonia adquirida na comunidade, com base nas evidências mais recentes publicadas na literatura. Fonte de dados Uma pesquisa abrangente foi feita no PubMed, com as expressões: “community-acquired pneumonia” + “child” + “etiology” ou “diagnosis” ou “severity” ou “antibiotic”. Todos os artigos encontrados tiveram o título e o resumo lidos e os artigos que relatavam as evidências mais recentes sobre cada assunto foram identificados e recuperados para leitura completa. Síntese dos dados Na era das vacinas bacterianas conjugadas amplamente usadas e do uso difundido de técnicas de amplificação de ácidos nucléicos, os vírus respiratórios foram identificados como os agentes causadores mais frequentes de pneumonia adquirida na comunidade em pacientes com menos de cinco anos. A hipoxemia (saturação de oxigênio = 96%) e o aumento do esforço respiratório são os sinais mais associados à pneumonia adquirida na comunidade. A sibilância detectada ao exame físico prediz de forma independente a infecção viral e o valor preditivo negativo (intervalo de confiança de 95%) da radiografia de tórax normal e a procalcitonina sérica < 0,25 ng/dL foi de 92% (77-98%) e 93% (90-99%), respectivamente. Incapacidade de beber e se alimentar, vomitar todo o alimento, convulsões, retração torácica subcostal, cianose central, letargia, aleteo nasal, estridor e saturação de oxigênio < 90% são preditores de óbito e podem ser usados como indicadores de hospitalização. Derrames pleurais moderados/grandes e infiltrados multilobulares são preditores de doença grave. A amoxicilina administrada por via oral é a opção de primeira linha para tratar pacientes ambulatoriais e a ampicilina ou penicilina cristalina G ou amoxicilina (administrada inicialmente por via intravenosa) são as opções de primeira linha para tratar pacientes hospitalizados. Conclusões Aspectos distintos da pneumonia adquirida na comunidade durante a infância mudaram durante as últimas três décadas.","Nascimento-Carvalho, Cristiana M.","https://www.doi.org/10.1016/j.jpedp.2019.08.002","20200430",NA,"Elsevier","Undecided","","","","","","","","","","","","","FALSE","2020-04-20","",416,""
