"title","abstract","authors","link","date","source","initial_decision","q0","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","extraction_date","expert_decision","o1","ID","q13","subject","exclusion_reason"
"Impact of the COVID-19 Pandemic on Mental Health and Quality of Life among Local Residents in Liaoning Province, China: A Cross-Sectional Study","Our study aimed to investigate the immediate impact of the COVID-19 pandemic on mental health and quality of life among local Chinese residents aged &ge;18 years in Liaoning Province, mainland China. An online survey was distributed through a social media platform between January and February 2020. Participants completed a modified validated questionnaire that assessed the Impact of Event Scale (IES), indicators of negative mental health impacts, social and family support, and mental health-related lifestyle changes. A total of 263 participants (106 males and 157 females) completed the study. The mean age of the participants was 37.7 &plusmn; 14.0 years, and 74.9% had a high level of education. The mean IES score in the participants was 13.6 &plusmn; 7.7, reflecting a mild stressful impact. Only 7.6% of participants had an IES score &ge;26. The majority of participants (53.3%) did not feel helpless due to the pandemic. On the other hand, 52.1% of participants felt horrified and apprehensive due to the pandemic. Additionally, the majority of participants (57.8&ndash;77.9%) received increased support from friends and family members, increased shared feeling and caring with family members and others. In conclusion, the COVID-19 pandemic was associated with mild stressful impact in our sample, even though the COVID-19 pandemic is still ongoing. These findings would need to be verified in larger population studies.","Zhang, Yingfei; Ma, Zheng Feei","https://doi.org/10.3390/IJERPH17072381","2020","WHO","Exclude","","","","","","","","","","","","","FALSE","2020-04-08","","",182,"FALSE","",""
"Establishment of Hospital Pharmacy Prevention and Control Strategies for Novel Coronavirus Infection Based on 5M1E Analysis Method","OBJECTIVE;To provide re ference f or hospital pharmacy prevention and control management during novel coronavirus&#65288;SARS-CoV-2&#65289;infection epidemic period. METHODS ;Based on 5M1E analysis method &#65292;according to the needs of epidemic prevention and control &#65292;it is necessary to analyze the risks of 5 aspects as personnel &#65292;equipment and materials &#65292;methods&#65292; environment&#65292;monitoring of the pharmacy work in hospital &#65292;and establish the prevention and control strategy of hospital pharmacy infection in response to the epidemic situation of novel coronavirus pneumonia &#65288;COVID-19&#65289;according to the corresponding risks. RESULTS &amp; CONCLUSIONS ;Personnel management strategies include carrying out pharmacist prevention and control training &#65292; focusing on physical and mental health of pharmacists during infection prevention and control &#65307;equipment and materials management strategies include strengthening equipment disinfection management and strengthening the management of materials for infection prevention and control &#65307;method management strategies include developing emergency plans for infection prevention and control&#65292;standardizing individual infection prevention and control method &#65307;environment management strategies include environment cleaning and disinfection management &#65292;infection exposure management of related medical material &#65292;medical waste management &#65307; monitoring management strategies include strengthening pharmacists infection monitoring and evaluating pharmacists &rsquo;prevention and control effect. By establishing the strategy for COVID- 19 epidemic prevention and control &#65292;it can effectively guiding pharmacists to carry out epidemic prevention and control.","YING, Yingqiu; REN, Zhenyu; SHI, Weilong; ZHAO, Yue; YANG, Li; ZHAO, Rongsheng; ZHAI, Suodi","https://www.google.com/search?q=Establishment+of+Hospital+Pharmacy+Prevention+and+Control+Strategies+for+Novel+Coronavirus+Infection+Based+on+5M1E+Analysis+Method","2020","WHO","Exclude","","","","","","","","","","","","","FALSE","2020-04-08","","",194,"FALSE","",""
"Coronavirus outbreak: the role of companies in preparedness and responses","As in previous health crises, the coronavirus disease 2019 (COVID-19) outbreak has raised questions about preparedness and emergency responses in many countries. In this crisis, what role can companies play? Public and private companies must continue to produce or provide their services, but with consideration of the health context. Many companies are involved with the COVID-19 outbreak because they are established in or work with China (client or supplier), and most have already activated their business continuity planning or equivalent. During an infectious disease outbreak like COVID-19, most large companies around the world have a major part to play, especially in terms of preparedness and emergency response. Indeed, companies should be integrated into the governmental health contingency plan developed in many countries, and by WHO and the International Labor Organization. Helped by their occupational practitioners, healthcare advisers, and safety professionals, companies that have a financial capacity and responsibilities (including governmental, federal, or state administrations) will thus have to prepare their business continuity planning for when cases of infected patients occur in the company. They also must be prepared for the potential psychosocial and psychological effects of outbreaks. All health professionals should be involved in the development and implementation of recommendations for companies and their environments","Fadel, Marc; Salomon, Jérôme; Descatha, Alexis","https://doi.org/10.1016/S2468-2667(20)30051-7",NA,"WHO","Exclude","","","","","","","","","","","","","FALSE","2020-04-08","","",222,"FALSE"," Opinion piece",""
"Screening for Chinese medical staff mental health by SDS and SAS during the outbreak of COVID-19.",NA,"Liang, Chen, Zheng, Liu","https://doi.org/10.1016/j.jpsychores.2020.110102","20200403","PubMed","Exclude","","","","","","","","","","","","","FALSE","2020-04-08","","",257,"FALSE",NA,""
"Iranian mental health during the COVID-19 epidemic.",NA,"Zandifar, Badrfam","https://doi.org/10.1016/j.ajp.2020.101990","20200407","PubMed","Exclude","","","","","","","","","","","","","FALSE","2020-04-08","","",271,"FALSE",NA,""
"The role of Mental Health Home Hospitalization Care during the COVID-19 pandemic.","The 2019 novelÂ coronavirusÂ disease emerged in China in late 2019-early 2020 and it is spreading rapidly worldwide (1). Amongst the Spanish public health interventions aimed at reducing the transmission rate, home confinement has been enforced (2). The Royal Decree 463/2020 stated a 15-day national emergency states starting on March 15, that has since been extended (3).","Garriga, Agasi, Fedida, PinzÃ³n-Espinosa, Vazquez, Pacchiarotti, Vieta","https://doi.org/10.1111/acps.13173","20200412","PubMed","Exclude","","Other","letter","Spain","SMI","","","Catalogue of responses to those with SMI during Covid-19 . Only one mention of suicidal behaviours saying there should be an intensification of support","","","","","TRUE","2020-04-13","Exclude","",330,"FALSE",NA,""
"Public perceptions and experiences of social distancing and social isolation during the COVID-19 pandemic: A UK-based focus group study","OBJECTIVE: Explore the perceptions and experiences of the UK public of social distancing and social isolation measures related to the COVID-19 pandemic. DESIGN: Qualitative study comprising five focus groups carried out online during the early stages of the UK's social distancing and isolation measures (5-12 days post lockdown). SETTING: Online video-conferencing PARTICIPANTS: 27 participants, all UK residents aged 18 years and older, representing a range of gender, ethnic, age and occupational backgrounds. RESULTS: The social distancing and isolation associated with COVID-19 policy has had having substantial negative impacts on the mental health and wellbeing of the UK public within a short time of policy implementation. It has disproportionately negatively affected those in low-paid or precarious employment. Practical social and economic losses - the loss of (in-person) social interaction, loss of income and loss of structure and routine - led to psychological and emotional 'losses' - the loss of motivation, loss of meaning, and loss of self-worth. Participants reported high adherence to distancing and isolation guidelines but reported seeing or hearing of non-adherence in others. A central concern for participants was the uncertainty duration of the measures, and their ability to cope longer-term. Some participants felt they would have lingering concerns over social contact while others were eager to return to high levels of social activity. CONCLUSIONS: A rapid response is necessary in terms of public health programming to mitigate the mental health impacts of COVID-19 social distancing and isolation. Initial high levels of support for, and adherence to, social distancing and isolation is likely to wane over time, particularly where end dates are uncertain. Social distancing and isolation 'exit strategies' must account for the fact that, although some individuals will voluntarily or habitually continue to socially distance, others will seek high levels of social engagement as soon as possible.","Williams, S. N.; Armitage, C. J.; Tampe, T.; Dienes, K.","https://www.medrxiv.org/content/10.1101/2020.04.10.20061267v1?rss=1""","20200415","medRxiv","Exclude","","","","","","","","","","","","","FALSE","2020-04-16","","",334,"FALSE",NA,""
"Deliberate release: Plague – A review","Abstract Yersinia pestis is the causative agent of plague and is considered one of the most likely pathogens to be used as a bioweapon. In humans, plague is a severe clinical infection that can rapidly progress with a high mortality despite antibiotic therapy. Therefore, early treatment of Y. pestis infection is crucial. This review provides an overview of its clinical manifestations, diagnosis, treatment, prophylaxis, and protection requirements for the use of clinicians. We discuss the likelihood of a deliberate release of plague and the feasibility of obtaining, isolating, culturing, transporting and dispersing plague in the context of an attack aimed at a westernized country. The current threat status and the medical and public health responses are reviewed. We also provide a brief review of the potential prehospital treatment strategy and vaccination against Y. pestis. Further, we discuss the plausibility of antibiotic resistant plague bacterium, F1-negative Y. pestis, and also the possibility of a plague mimic along with potential strategies of defense against these. An extensive literature search on the MEDLINE, EMBASE, and Web of Science databases was conducted to collate papers relevant to plague and its deliberate release. Our review concluded that the deliberate release of plague is feasible but unlikely to occur, and that a robust public health response and early treatment would rapidly halt the transmission of plague in the population. Front-line clinicians should be aware of the potential of a deliberate release of plague and prepared to instigate early isolation of patients. Moreover, front-line clinicians should be weary of the possibility of suicide attackers and mindful of the early escalation to public health organizations.","Ansari, Issmaeel; Grier, Gareth; Byers, Mark","https://www.doi.org/10.1016/j.jobb.2020.02.001","20200330","Elsevier","Exclude","","","","","","","","","","","","","FALSE","2020-04-16","","",376,"FALSE",NA,""
"When basic supplies are missing, what to do? Specific demands of the local street population in times of coronavirus - a concern of social psychiatry.","Homeless experts and some federal housing officials are sounding the alarm that the patchwork of government efforts to address the coronavirus outbreak risks leaving out one group of acutely vulnerable people: the homeless. In terms of isolation, it is too unclear what that looks like if you normally sleep on the streets. In this tough moment, when people should be turned away, not only it feels inhumane, but it is also a big public health risk, because where are they going to go? The studies we","Neto, de Souza, Quezado, MendonÃ§a, de AraÃºjo, Luz, de Santana, Sampaio, Carvalho, Arrais, Landim, da Silva","https://doi.org/10.1016/j.psychres.2020.112939","20200418","PubMed","Exclude","","","","","","","","","","","","","FALSE","2020-04-20","","",389,"FALSE","2019 coronavirus disease (COVID-19); Homeless; Social psychiatry",""
"Impact of Human Disasters and COVID-19 Pandemic on Mental Health: Potential of Digital Psychiatry.","Deep emotional traumas in societies overwhelmed by large-scale human disasters, like, global pandemic diseases, natural disasters, man-made tragedies, war conflicts, social crises, etc., can cause massive stress-related disorders. Motivated by the ongoing global coronavirus pandemic, the article provides an overview of scientific evidence regarding adverse impact of diverse human disasters on mental health in afflicted groups and societies. Following this broader context, psychosocial impact of ","Ä†osiÄ‡, PopoviÄ‡, Å arlija, KesedÅ¾iÄ‡","https://doi.org/10.24869/psyd.2020.25","20200417","PubMed","Exclude","DG","Other","Review","Croatia focused","","","","Review of issues relevant to COVID-19 describing evidence of MH impact of disasters, speculating on impact of COVID-19 on mental health / suicide and describing potential of digital psychiatry","","No new data or specific new insights relevant to suicide / self-harm prevention","Nil","Nil","TRUE","2020-04-20","Exclude","",393,"FALSE",NA,""
"A longitudinal study on the mental health of general population during the COVID-19 epidemic in China.","In addition to being a public physical health emergency, Coronavirus disease 2019 (COVID-19) affected global mental health, as evidenced by panic-buying worldwide as cases soared. Little is known about changes in levels of psychological impact, stress, anxiety and depression during this pandemic. This longitudinal study surveyed the general population twice - during the initial outbreak, and the epidemic's peak four weeks later, surveying demographics, symptoms, knowledge, concerns, and precauti","Wang, Pan, Wan, Tan, Xu, McIntyre, Choo, Tran, Ho, Sharma, Ho","https://doi.org/10.1016/j.bbi.2020.04.028","20200419","PubMed","Exclude","","","","","","","","","","","","","FALSE","2020-04-20","","",413,"FALSE","Anxiety; COVID-19; Coronavirus; Depression; Epidemic; Longitudinal; Pandemic; Post-traumatic stress disorder; Precaution; Stress",""
"Anxiety, worry and perceived stress in the world due to the COVID-19 pandemic, March 2020. Preliminary results.","Introduction: Since the beginning of the outbreak in China, ending 2019, the Novel Coronavirus (COVID-19) has spread subsequently to the rest of the world causing an on-going pandemic. The World Health Organisation (WHO) declared COVID-19: a public health emergency of international concern. Having into consideration the lockdown and quarantine situation, we decided to do evaluate the current emotional state on the general population with a web-based survey in English and in Spanish, which was considered a useful and fast method that could help us determine how people perceived stress and worry due to the COVID-19. Methods: The survey included a 22 items, gathering information in 3 sections: Sociodemographic data, the Perceived Stress Scale (PSS-10) by Cohen and additional queries that assessed the current worry and change of behaviours due to this pandemic. Results: The survey received 891 respondents from 25 countries, from March 17 to 23rd, 2020. The mean age of the respondents was 43.8 (14.2) years old, and more than two thirds were women. 12.8% were health personnel.The mean of the PSS-10 score was 17.4 (6.4). Significantly higher scores were observed among women, youth, students, and among those who expressed concern and those who perceived increased susceptibility to the COVID-19. In contrast, no significant differences were observed between the health professionals and the general population. A good correlation was observed between mean relative volume (RSV) of the las 14 days and the number of cases reported (rho = 0.68, p <0.001) and deaths (rho = 0.51, p <0.001). Discussion: With these results we describe an increase of affective symptoms due to the COVID-19. This pandemic is raising the anxiety levels. The findings of our study show the affective and cognitive alterations people are going through. This survey is the first attempt to measure the psychological consequences this pandemic is having, in order to be able to later be able to provide the support to confront this global issue, addressing the mental health care that will be needed.","Limcaoco, R. S. G.; Mateos, E. M.; Fernandez, J. M.; Roncero, C.","https://www.medrxiv.org/content/10.1101/2020.04.03.20043992v1?rss=1""","20200406","medRxiv","Exclude","","","","","","","","","","","","","FALSE","2020-04-08","","",151,"FALSE",NA,""
"Screening for Chinese medical staff mental health by SDS and SAS during the outbreak of COVID-19","","Liang, Y.; Chen, M.; Zheng, X.; Liu, J.","https://doi.org/10.1016/j.jpsychores.2020.110102","2020","WHO","Exclude","","","","","","","","","","","","","FALSE","2020-04-08","","",179,"FALSE","",""
"Mental health survey of 230 medical staff in a tertiary infectious disease hospital for COVID-19","Objective: To investigate the mental health of clinical first-line medical staff in COVID-19 epidemic and provide theoretical basis for psychological intervention. Method: The mental health status of the first-line medical staff was investigated by Self-rating Anxiety Acale (SAS) and Post-Traumatic Stress Disorder Self-rating Scale(PTSD-SS). From February 7 to 14, 2020, 246 medical staff were investigated who participated in the treatment of COVID-19 using cluster sampling , and received 230 responses, with a recovery rate of 93.5%. Results: The incidence of anxiety in medical staff was 23.04% (53/230), and the score of SAS was (42.91 ± 10.89). Among them, the incidence of severe anxiety, moderate anxiety and mild anxiety were 2.17% (5/230), 4.78% (11/230) and 16.09% (37/230), respectively. The incidence of anxiety in female medical staff was higher than that in male [25.67% (48/187) vs 11.63% (5/43), Z=-2.008, P=0.045], the score of SAS in female medical staff was higher than that in male [(43.78±11.12) vs (39.14 ± 9.01), t =-2.548, P=0.012]. The incidence of anxiety in nurses was higher than that in doctors [26.88% (43/160) vs 14.29% (10/70), Z=-2.066, P=0.039], and the score of SAS in nurses was higher than that in doctors [(44.84±10.42) vs (38.50±10.72), t =-4.207, P<0.001]. The incidence of stress disorder in medical staff was 27.39% (63/230), and the score of PTSD-SS was (42.92 ± 17.88). The score of PTSD-SS in female medical staff was higher than that of male [(44.30±18.42) vs(36.91 ± 13.95), t=-2.472, P=0.014]. Conclusions: In COVID-19 epidemic, the incidence of anxiety and stress disorder is high among medical staff. Medical institutions should strengthen the training of psychological skills of medical staff. Special attention should be paid to the mental health of female nurses.","Huang, J. Z.; Han, M. F.; Luo, T. D.; Ren, A. K.; Zhou, X. P.","https://doi.org/10.3760/cma.j.cn121094-20200219-00063","2020","WHO","Exclude","","","","","","","","","","","","","FALSE","2020-04-08","","",213,"FALSE"," Epidemiological study; Ethics, social science, economics",""
"The world is changing fast!","The world is changing fast! As of 9 February 2020, there now have been at least 813 deaths from a novel strain of coronavirus that is thought to have originated in Wuhan, China (2019-nCoV), at the end of 2019. These deaths are in the context of the 37 558 cases of 2019-nCov which have already been diagnosed in China and multiple other countries.1 In the United Kingdom (UK), recent research by University College London, funded by the Nuffield Foundation, has found that 1 in 20 UK teachers now report long-lasting mental health problems, illustrating a dramatic increase from around 1/100 teachers affected in this way in the 1990s.2 In the United States (US), a recent report by Accenture (Artificial Intelligence [AI]: Healthcare's new nervous system), estimates that AI in health will be worth around $6.6 billion by 2021 and that “…when combined, key clinical health AI applications can potentially create $150 billion in annual savings for the US healthcare economy by 2026.”3 What do these facts and statistics have in common? Taken together they illustrate the massive range and rate of change in health and the responsibility of healthcare globally. In this context a valid question can be asked about the role of general medical journals such as the International Journal of Clinical Practice (IJCP). Having taken over as Editor in Chief of IJCP in January this year, I have the honour of leading an internationally renowned medical journal, with a team of extremely accomplished clinician editors, published by Wiley, one of the world's leading biomedical publishers. In our rapidly changing healthcare world, IJCP is eager, committed and ideally suited to undergo a transition process as well. As a team, our view is that in a healthcare environment of seemingly ever-increasing specialisation, one key role that a Journal such as ours should move to fulfil is to publish important, high quality medical research and opinion that will inform specialist clinicians about important general medical concepts, practical insights and recent advances. Similarly, we will also aim to inform generalists about key speciality medical advances that have relevance to generalists in the provision of care to their patients. In this work a foundational aspect of our editorial approach will be rather than looking for reasons to reject submissions, to clearly identify problems with submitted research and opinion if they exist, and work closely with authors to address these issues, allowing those authors to raise the quality of their work to the highest level. In that context, as well as continuing to publish submissions from internationally important clinicians and medical researchers worldwide, we also see that IJCP should aim to specifically encourage less experienced authors who nonetheless have important information to share with the global healthcare community. In this way, IJCP will drive forward its primary function of improving global health through the dissemination of world leading medical information and debate. The world is changing fast, and IJCP has the energy and vision to change with it!","Young, Charles","https://doi.org/10.1111/ijcp.13486","2020","WHO","Exclude","","","","","","","","","","","","","FALSE","2020-04-08","","",216,"FALSE"," Opinion piece",""
"Diagnostic and therapeutic strategies of lung cancer patients during the outbreak of 2019 novel coronavirus disease (COVID-19)","With the increasing number of cases and widening geographical spread, the 2019 novel coronavirus disease (COVID-19) has been classified as one of the class B infectious diseases but prevented and controlled as class A infectious disease by the National Health Commission of China. The diagnosis and treatment of lung cancer patients have been challenged greatly because of extraordinary public health measures since the lung cancer patients are a high-risk population during the COVID-19 outbreak period. Strict protection for lung cancer patients is needed to avoid infection. Lung cancer patients are difficult to differentiate from patients with COVID-19 in terms of clinical symptoms, which will bring great trouble to the clinical work and physical and mental health of lung cancer patients. This review will demonstrate how to applicate appropriate and individual management for lung cancer patients to protect them from COVID-19.","Yang, L.; Xu, H. Y.; Wang, Y.","https://doi.org/10.3760/cma.j.cn112152-20200229-00152","2020","WHO","Exclude","","","","","","","","","","","","","FALSE","2020-04-08","","",221,"FALSE"," Narrative review;  Opinion piece; Clinical aspects, diagnosis, treatment",""
"The psychological impact of the COVID-19 epidemic on college students in China","Abstract A COVID-19 epidemic has been spreading in China and other parts of the world since December 2019. The epidemic has brought not only the risk of death from infection but also unbearable psychological pressure. We sampled college students from Changzhi medical college by using cluster sampling. They responded to a questionnaire packet that included the 7-item Generalized Anxiety Disorder Scale (GAD-7) and those inquiring the participantsÃ¢â‚¬â„¢ basic information. We received 7,143 responses. Results indicated that 0.9% of the respondents were experiencing severe anxiety, 2.7% moderate anxiety, and 21.3% mild anxiety. Moreover, living in urban areas (OR = .810, 95% CI = .709 - .925), family income stability (OR = .726, 95% CI = .645 - .817) and living with parents (OR = .752, 95% CI = .596 - .950) were protective factors against anxiety. Moreover, having relatives or acquaintances infected with COVID-19 was a risk factor for increasing the anxiety of college students (OR = 3.007, 95% CI = 2.377 - 3.804). Results of correlation analysis indicated that economic effects, and effects on daily life, as well as delays in academic activities, were positively associated with anxiety symptoms (P < .001). However, social support was negatively correlated with the level of anxiety (P < .001). It is suggested that the mental health of college students should be monitored during epidemics.","Cao, Wenjun; Fang, Ziwei; Hou, Guoqiang; Han, Mei; Xu, Xinrong; Dong, Jiaxin; Zheng, Jianzhong","https://www.doi.org/10.1016/j.psychres.2020.112934","20200320","Elsevier","Exclude","","","","","","","","","","","","","FALSE","2020-04-08","","",296,"FALSE",NA,""
"Prevalence and predictors of PTSS during COVID-19 Outbreak in China Hardest-hit Areas: Gender differences matter","Abstract The outbreak of COVID-19 in China in December 2019 has been identified as a pandemic and a health emergency of global concern. Our objective was to investigate the prevalence and predictors of posttraumatic stress symptoms (PTSS) in China hardest-hit areas during COVID-19 outbreak, especially exploring the gender difference existing in PTSS. One month after the December 2019 COVID-19 outbreak in Wuhan China, we surveyed PTSS and sleep qualities among 285 residents in Wuhan and surrounding cities using the PTSD Checklist for DSM-5 (PCL-5) and 4 items from the Pittsburgh Sleep Quality Index (PSQI). Hierarchical regression analysis and non-parametric test were used to analyze the data. Results indicated that the prevalence of PTSS in China hardest-hit areas a month after the COVID-19 outbreak was 7%. Women reported significant higher PTSS in the domains of re-experiencing, negative alterations in cognition or mood, and hyper-arousal. Participants with better sleep quality or less frequency of early awakenings reported lower PTSS. Professional and effective mental health services should be designed in order to aid the psychological wellbeing of the population in affected areas, especially those living in hardest-hit areas, females and people with poor sleep quality. PTSD; epidemic disease; Sleep quality; Hierarchical regression analysis; Wuhan area","Liu, Nianqi; Zhang, Fan; Wei, Cun; Jia, Yanpu; Shang, Zhilei; Sun, Luna; Wu, Lili; Sun, Zhuoer; Zhou, Yaoguang; Wang, Yan; Liu, Weizhi","https://www.doi.org/10.1016/j.psychres.2020.112921","20200316","Elsevier","Exclude","","","","","","","","","","","","","FALSE","2020-04-08","","",298,"FALSE",NA,""
"Life in the pandemic: Social isolation and mental health","Abstract Quarantine or physical isolation, used for centuries to contain the spread of infection, isolates those who have (or may have) been infected by a contagious disease to control or limit contamination. The COVID-19, a novel coronavirus first reported in Wuhan, China in late 2019, has rapidly spread across the globe becoming a pandemic. Modern quarantine strategies have been imposed globally in an attempt to curtail the spread of the COVID-19 infection including short- to medium-term lockdowns, voluntary home curfew, restriction on the assembly of groups of people, cancellation of planned social and public events, closure of mass transit systems, and other travel restrictions.","Usher, Kim; Bhullar, Navjot; Jackson, Debra","https://doi.org/10.1111/jocn.15290","2020","WHO","Exclude","","","","","","","","","","","","","FALSE","2020-04-09","","",305,"FALSE","",""
"Coronavirus Disease 2019 (COVID-19) and Mental Health for Children and Adolescents.",NA,"Golberstein, Wen, Miller","https://doi.org/10.1001/jamapediatrics.2020.1456","20200414","PubMed","Exclude","","","","","","","","","","","","","FALSE","2020-04-16","","",348,"FALSE",NA,""
"The COVID-19 pandemic: The ‘black swan’ for mental health care and a turning point for e-health","","Wind, Tim R.; Rijkeboer, Marleen; Andersson, Gerhard; Riper, Heleen","https://www.doi.org/10.1016/j.invent.2020.100317","20200430","Elsevier","Exclude","","","","","","","","","","","","","FALSE","2020-04-16","","",374,"FALSE",NA,""
"Mental health problems and social media exposure during COVID-19 outbreak.","Huge citizens expose to social media during a novel coronavirus disease (COVID-19) outbroke in Wuhan, China. We assess the prevalence of mental health problems and examine their association with social media exposure. A cross-sectional study among Chinese citizens agedâ‰¥18 years old was conducted during Jan 31 to Feb 2, 2020. Online survey was used to do rapid assessment. Total of 4872 participants from 31 provinces and autonomous regions were involved in the current study. Besides demographics","Gao, Zheng, Jia, Chen, Mao, Chen, Wang, Fu, Dai","https://doi.org/10.1371/journal.pone.0231924","20200416","PubMed","Exclude","","","","","","","","","","","","","FALSE","2020-04-17","","",381,"FALSE",NA,""
"Multidisciplinary research priorities for the COVID-19 pandemic: a call for action for mental health science.","The coronavirus disease 2019 (COVID-19) pandemic is having a profound effect on all aspects of society, including mental health and physical health. We explore the psychological, social, and neuroscientific effects of COVID-19 and set out the immediate priorities and longer-term strategies for mental health science research. These priorities were informed by surveys of the public and an expert panel convened by the UK Academy of Medical Sciences and the mental health research charity, MQ: Transf","Holmes, O'Connor, Perry, Tracey, Wessely, Arseneault, Ballard, Christensen, Cohen Silver, Everall, Ford, John, Kabir, King, Madan, Michie, Przybylski, Shafran, Sweeney, Worthman, Yardley, Cowan, Cope, Hotopf, Bullmore","https://doi.org/10.1016/S2215-0366(20)30168-1","20200418","PubMed","Include","DG","Other","Review","International literature","","Suicide death, Suicide attempts/selfharm","","High quality Lancet Psych / MQ/ AMS review of mental research priorities in relation to COVID-19. For suicide complements other similar reviews and flags issues familiar to our policy makers, but best assessment review of MH consequences / research priorities to date.  ","Wide ranging and good coverage of issues relevant to suicide","","Known to key UK policy makers (co-authorship)","Excellent recommendations","TRUE","2020-04-20","Include","",390,"FALSE",NA,""
"Coronavirus Disease 2019 (COVID-19) and Firearms in the United States: Will an Epidemic of Suicide Follow?",NA,"Mannix, Lee, Fleegler","https://doi.org/10.7326/M20-1678","20200422","PubMed","Include","DG","Other","Editorial (with firearm sale data)","USA","USA","Other (please specify below)","","Firearm sales rose 85% in March 2020 vs March 2019. Highest sales ever recorded.  Brief description of other policy / practice concerns and proposed  in relation to COVID-19","Data on increase in method availability","Short comment / editorial piece","Increase in means availability in USA - likely impact on suicide.","","TRUE","2020-04-23","Include","Firearm sales",421,"FALSE",NA,""
"The Effect of COVID-19 on Youth Mental Health.","The purposes of this study was to assess the youth mental health after the coronavirus disease 19 (COVID-19) occurred in China two weeks later, and to investigate factors of mental health among youth groups. A cross-sectional study was conducted two weeks after the occurrence of COVID-19 in China. A total of 584 youth enrolled in this study and completed the question about cognitive status of COVID-19, the General Health Questionnaire(GHQ-12), the PTSD Checklist-Civilian Version (PCL-C) and the ","Liang, Ren, Cao, Hu, Qin, Li, Mei","https://doi.org/10.1007/s11126-020-09744-3","20200422","PubMed","Exclude","","","","","","","","","","","","","FALSE","2020-04-23","","",423,"FALSE","COVID-19; Mental health; Negative coping styles; Post-traumatic stress disorder",""
"Systematic rapid &quot;living&quot; review on rehabilitation needs due to covid-19: update to march 31st 2020.","The outbreak of Covid-19 epidemics has challenged the provision of health care worldwide, highlighting the main flaws of some national health systems with respect to their capacity to cope with the needs of frail subjects. People experiencing disability due to Covid-19 express specific rehabilitation needs that deserve a systematic evidence-based approach. To provide the rehabilitation community with updates on the latest scientific literature on rehabilitation needs due to Covid-19. The first r","Ceravolo, De Sire, Andrenelli, Negrini, Negrini","https://doi.org/10.23736/S1973-9087.20.06329-7","20200422","PubMed","Exclude","","","","","","","","","","","","","FALSE","2020-04-23","","",426,"FALSE",NA,""
"Equine coronavirus: An emerging enteric virus of adult horses.","Equine coronavirus (ECoV) is an emerging virus associated clinically and epidemiologically with fever, depression, anorexia and less frequently colic and diarrhoea in adult horses. Sporadic cases and outbreaks have been reported with increased frequency since 2010 from Japan, the USA and more recently from Europe. A faeco-oral transmission route is suspected and clinical or asymptomatic infected horses appear to be responsible for direct and indirect transmission of ECoV. A presumptive clinical ","Pusterla, Vin, Leutenegger, Mittel, Divers","https://doi.org/10.1111/eve.12453","20200421","PubMed","Exclude","","","","","","","","","","","","","FALSE","2020-04-23","","",428,"FALSE","clinical signs; diagnosis; equine coronavirus; horse; treatment",""
"[Ensuring mental health care during the SARS-CoV-2 epidemic in France: A narrative review].","The lack of ressources and coordination to face the epidemic of coronavirus raises concerns for the health of patients with mental disorders in a country where we keep in memory the dramatic experience of famine in psychiatric hospitals during the Second World War. This article aims at proposing guidance to ensure mental health care during the SARS-CoV epidemy in France. Authors performed a narrative review identifying relevant results in the scientific and medical literature and local initiativ","Chevance, Gourion, Hoertel, Llorca, Thomas, Bocher, Moro, LaprÃ©vote, Benyamina, Fossati, Masson, Leaune, Leboyer, Gaillard","https://doi.org/10.1016/j.encep.2020.03.001","20200421","PubMed","Exclude","AJ","Other","Narrative review","France","Mental health","","","Recommends monitoring of suicide risk following total or partial closure of mental health community facilities- ","","most of paper in French","","","TRUE","2020-04-23","Exclude","",438,"TRUE","Coronavirus; Covid-19; Epidemy; France; Pandemy; PandÃ©mie; Psychiatrie; Psychiatry; SARS-CoV-2; SantÃ© mentale; Ã‰pidÃ©mie",""
