,title,abstract,authors,link,ID,publication_date,update_date,subject,is_medRxiv
38,"Mixed Emotions, But Not Positive or Negative Emotions, Facilitate Legitimate Virus-Prevention Behaviors and Eudaimonic Outcomes in the Emergence of the COVID-19 Crisis","We report four studies (N = 1419) which examined people’s emotional reactions from March to April 2020 when the COVID-19 crisis was unfolding rapidly with exponentially increasing rates of infections and fatalities. Specifically, we examined how emotions influenced the endorsement of virus-prevention behaviors that may contribute to slowing the spread of COVID-19, as well as eudaimonic functioning during the crisis. Study 1A and 1B provided naturalistic evidence that mixed emotions predicted endorsements of legitimate virus-prevention behaviors and eudaimonic functioning in both the United States and Singapore. Study 2 replicated Study 1 and provided evidence for receptivity as a mediator between mixed emotions and these outcomes. Finally, Study 3 provided experimental evidence that mixed emotions causally increased endorsements of legitimate virus-prevention behaviors and eudaimonic functioning. Across all studies, positive and negative emotions were unrelated to legitimate virus-prevention behaviors, while relationships with eudaimonic functioning were inconsistent. Theoretical and practical implications are discussed.",Oh Yong Sheng Vincent et al.,https://share.osf.io/preprint/461F7-692-053,https://share.osf.io/preprint/461F7-692-053,2020-10-13,2020-10-13T06:46:48+00:00,PsyArXiv|Social and Behavioral Sciences; PsyArXiv|Social and Behavioral Sciences|Emotion; PsyArXiv|Social and Behavioral Sciences|Social and Personality Psychology; PsyArXiv|Social and Behavioral Sciences|Social and Personality Psychology|Affect and Emotion Regulation; PsyArXiv|Social and Behavioral Sciences|Social and Personality Psychology|Well-being; emotions; virus-prevention behaviors; well-being; mixed emotions; covid-19; affect,False
39,The latent and item structure of COVID-19 fear: A comparison of four COVID-19 fear questionnaires using SEM and network analyses,"Since the outbreak of the coronavirus disease (COVID-19), several reports have shown that fear relating to COVID-19 has sharply increased. To measure fear of COVID-19, various questionnaires have been developed in parallel. However, fear concerning COVID-19 is not necessarily a uniform construct and the different questionnaires may cover diverse aspects. To examine the underlying structure of fear of COVID-19, we conducted structural equation modelling and network analyses on four different scales in a large online sample (N = 829). Particularly, the Fear of COVID-19 Scale (Ahorsu et al., 2020), the Fear of the Coronavirus Questionnaire (Mertens et al., 2020), and the COVID Stress Scales (Taylor et al., 2020) were included in our study, along with a new scale that also assessed socio-economic worries relating to COVID-19. We found that fear of COVID-19 was best classified into four different clusters: Fear of health-related consequences, fear of supplies shortages and xenophobia, fear about socio-economic consequences, and symptoms of fear (e.g., compulsions, nightmares). Generally worded items (e.g., “I worry about COVID-19”) had the highest centrality in the network analyses. These results help to characterize fear due to COVID-19 and inform future research.",Gaëtan Mertens et al.,https://share.osf.io/preprint/46243-993-ADA,https://share.osf.io/preprint/46243-993-ADA,2020-10-12,2020-10-12T22:09:10+00:00,PsyArXiv|Psychiatry; PsyArXiv|Social and Behavioral Sciences; PsyArXiv|Social and Behavioral Sciences|Clinical Psychology; PsyArXiv|Social and Behavioral Sciences|Clinical Psychology|Anxiety Disorders; PsyArXiv|Social and Behavioral Sciences|Clinical Psychology|Assessment; PsyArXiv|Social and Behavioral Sciences|Emotion; PsyArXiv|Social and Behavioral Sciences|Health Psychology; PsyArXiv|Social and Behavioral Sciences|Health Psychology|Mental Health; PsyArXiv|Social and Behavioral Sciences|Health Psychology|Stress; health anxiety; assessment; fear; intolerance of uncertainty; covid-19,False
40,Face masks reduce emotion-recognition accuracy and perceived closeness,"Face masks became the symbol of the global fight against the coronavirus. While face masks’ medical benefits are clear, little is known about their psychological consequences. To address this gap, we recruited 191 German adults for our preregistered study on face masks’ effect on emotion-recognition accuracy and social judgments (perceived trustworthiness, likability, and closeness). Using multilevel (logistic) regression analyses, we found that participants were less likely to accurately categorize an emotion expression on a masked (vs. unmasked) face. Moreover, face masks diminished perceptions of closeness. Exploratory analyses further revealed that face masks buffered the negative effect of negative (vs. non-negative) emotion expressions on perceptions of trustworthiness, likability, and closeness. Associating face masks with the coronavirus’ dangers predicted higher perceptions of closeness for masked but not for unmasked faces. By highlighting face masks’ effects on social functioning, our findings inform policymaking and point at contexts where alternatives to face masks are needed.",Felix Grundmann et al.,https://share.osf.io/preprint/46038-88F-4D0,https://share.osf.io/preprint/46038-88F-4D0,2020-10-09,2020-10-12T21:50:22+00:00,PsyArXiv|Social and Behavioral Sciences; PsyArXiv|Social and Behavioral Sciences|Social and Personality Psychology; social judgments; coronavirus; face masks; emotion perception; perceived closeness,False
41,"Meaningful Living, Resilience, Affective Balance, and Psychological Health Problems during COVID-19","The present study sought to investigate the mediating effect of the affective balance and resilience on the association between meaningful living and psychological health problems among Turkish young adults in the context of pandemic. Participants were 359 Turkish young adults, comprising of primarily female (68.2%), and their age ranged between 18 to 43 (age M = 20.67, SD = 3.62). Findings from this study indicated that meaningful living had a positive predictive effect on resilience and positive affect, as well as a negative predicative on psychological health challenges and negative affect. Resilience and affective balance also mediated the effect of meaningful living on psychological health of young adults. These results suggest that resilience and affective balance are important aspects of implementing meaning-based preventions and interventions. Thus, meaning–based prevention and intervention strategies could be designed to not only to improve individuals’ life meaning and purpose but also build up resilience and positive affective experiences to foster their psychological health.",Gökmen Arslan et al.,https://share.osf.io/preprint/46120-D72-581,https://share.osf.io/preprint/46120-D72-581,2020-06-10,2020-10-12T19:40:02+00:00,PsyArXiv|Social and Behavioral Sciences; psychological health; positive psychology; resilience; meaningful living; affect,False
42,Substitution behaviors among casino gamblers during COVID-19 precipitated casino closures,"The COVID-19 pandemic triggered the closure of licensed casinos throughout the United States of America in March and April 2020. This study sought to examine how Americans who gamble responded to the COVID-19 lockdown, including migration to online gambling, and changes in substance use and use of other technologies. On April 9, 2020, we conducted an online cross-sectional study of 424 Americans who have gambled in the last three months. Self-reported changes in online gambling and other addictive behaviors since the onset of COVID-19 and problem gambling severity were measured. Overall, online gambling decreased following the onset of COVID-19 casino closures, while alcohol, tobacco, and cannabis use increased among gamblers. Among gamblers who reported no online gambling involvement prior to COVID-19, 15% reported migrating to online gambling. These migrators had higher levels of problem gambling and lower income than gamblers who had never gambled online. The response to COVID-19 is heterogeneous: the majority of gamblers reported reducing their online gambling but increased their substance use. A minority of vulnerable gamblers substituted casino gambling with online gambling. Because these individuals are characterized by problem gambling symptoms and lower income, they may be considered a vulnerable group.",Silas Xuereb et al.,https://share.osf.io/preprint/4619E-658-D16,https://share.osf.io/preprint/4619E-658-D16,2020-06-24,2020-10-12T19:30:55+00:00,PsyArXiv|Psychiatry; PsyArXiv|Social and Behavioral Sciences; PsyArXiv|Social and Behavioral Sciences|Social and Personality Psychology; addiction; substance use; gambling; covid-19; substitution,False
43,Barriers and facilitators to mood and confidence in pregnancy and early parenthood during COVID-19 in the UK: A mixed-methods synthesis survey,"Background: Parents’ well-being during pregnancy and early parenthood is critical for children’s development. Environmental stressors can significantly challenge parents’ well-being. Aims: To investigate how COVID-19 and associated restrictions influence mood and parenting confidence of expectant parents and those in early parenthood, identifying barriers and facilitators. Methods: We used a cross-sectional online survey to collect data from 590 expectant parents and parents of infants (564 females) during the most restrictive phase of the lockdown in the UK. Survey included a mixture of forced-choice and open-ended questions pertaining to mood, perceived social support, media use, online interactions, and parenting expectations. Quantitative data were analysed using multiple linear regression and proportional odds models, while an inductive thematic analysis was employed for qualitative data. Quantitative and qualitative data were qualitatively synthesised. Results: A decrease in mood and parenting confidence were found. Barriers included practical difficulties (finding essentials, reliable health information), social difficulties (loss of physical contact, decreased support), and uncertainty during pregnancy. Facilitators included support from others and for first-time parents, loss of childcare resulting in greater parenting confidence. While online resources and communication were not preferable to face-to-face interactions, technology was a helpful tool for communicating, getting support, and finding essentials and information during lockdown. Conclusion: By mid-May 2020, mood and parenting confidence among expectant and parents of newborns in the UK were significantly reduced. Consideration of barriers and facilitators in healthcare and psychological support provided is likely to play an important part in promoting parental mental health and healthy parent-child relationships.",Alejandra Perez et al.,https://share.osf.io/preprint/46121-20E-4D8,https://share.osf.io/preprint/46121-20E-4D8,2020-10-11,2020-10-12T15:52:02+00:00,"PsyArXiv|Social and Behavioral Sciences; PsyArXiv|Social and Behavioral Sciences|Clinical Psychology; PsyArXiv|Social and Behavioral Sciences|Clinical Psychology|Couples, Marriage, and Family; PsyArXiv|Social and Behavioral Sciences|Developmental Psychology; PsyArXiv|Social and Behavioral Sciences|Developmental Psychology|Early Childhood; PsyArXiv|Social and Behavioral Sciences|Developmental Psychology|Emotional Development; PsyArXiv|Social and Behavioral Sciences|Developmental Psychology|Infancy; PsyArXiv|Social and Behavioral Sciences|Developmental Psychology|Prenatal Development; PsyArXiv|Social and Behavioral Sciences|Developmental Psychology|Toddlerhood/Preschool Period; covid-19; parental well-being; pandemic; pregnancy; infancy; parenting",False
44,Stigma towards Wuhan people during the COVID-19 epidemic: An exploratory study based on social media,"Background: Stigma associated with infectious diseases is common and causes various negative effects on stigmatized people. With Wuhan as the center of the COVID-19 outbreak in China, its people have become an object of stigmatization. To provide necessary information for stigma mitigation, this study aims to identify the stigmatizing attitudes towards Wuhan people and trace their changes as the COVID-19 progressed in China by analyzing related posts on social media. Methods: We collected a total of 19,780 Weibo posts containing the keyword ‘Wuhan people’ and performed a content analysis to identify stigmatizing attitudes in the posts. Then we divided our observation time into three periods and performed Repeated Measures ANOVA to compare the differences in attitudes in three periods. Results: Results show that stigma was mild with 2.46% of related posts being stigmatizing. The percentages of stigmatizing posts differed significantly in 3 periods (F (2,66) = 5.60, p <.01, η2= 0.15). The percentages of ‘Infectious’ posts (F (2,66) = 3.69, p <.05, η2 = 0.10) and ‘Stupid’ posts (F (2,66) = 3.65, p <.05, η2 = 0.10) are significantly different in 3 periods. The percentages of ‘Irresponsible’ posts is not significant different in 3 periods (F (2,66) = 0.63, p =.53, η2 = 0.02). After government interventions, stigma didn’t reduce significantly, and stigma with ‘Infectious’ attitude even increased. It was until the government interventions took effect that stigma significantly reduced. Conclusions: This study found that stigma towards Wuhan people included diverse attitudes and changed at different periods. After government interventions but before they took effect, stigma with ‘Infectious’ attitude increased. After government interventions took effect, general stigma, and stigma with ‘Infectious’ and ‘Stupid’ attitudes decreased. This study constitutes an important endeavor to understand the stigma towards Wuhan people in China during the COVID-19 epidemic. Implications for stigma reduction and improvement of the public’s perception in different periods of epidemic control are discussed.",Yazheng Di et al.,https://share.osf.io/preprint/4611C-EE2-31E,https://share.osf.io/preprint/4611C-EE2-31E,2020-10-12,2020-10-12T15:09:24+00:00,PsyArXiv|Social and Behavioral Sciences; PsyArXiv|Social and Behavioral Sciences|Environmental Psychology; PsyArXiv|Social and Behavioral Sciences|Health Psychology; PsyArXiv|Social and Behavioral Sciences|Health Psychology|Social health; stigma; social media; weibo; covid-19; infectious disease,False
45,The psychological wellbeing of frontline workers in the United Kingdom during the COVID-19 pandemic: First and second wave findings from the COVID-19 Psychological Research Consortium (C19PRC) Study,"Background: Extant research relating to the psychological impact of infectious respiratory disease epidemics/pandemics suggests that frontline workers are particularly vulnerable. Methods: The current study used data from the first two waves of the United Kingdom (UK) survey of the COVID-19 Psychological Research Consortium (C19PRC) Study to compare frontline workers with the rest of the UK population on prevalence estimates of depression, anxiety, and PTSD during the first week of ‘lockdown’ (Wave 1) and one month later (Wave 2). Results: Compared to the rest of the population, frontline workers generally, and individual frontline worker groups, had significantly higher prevalence estimates of depression, anxiety, and PTSD during both wave 1 and wave 2. While prevalence estimates of depression significantly increased among Local & National Government Workers from Wave 1 (15.4%) to Wave 2 (38.5%), no significant improvement or deterioration in mental health status was recorded for any other frontline worker group. Multivariate binary logistic regression analysis showed that, beyond other risk factors, food workers were nearly twice as likely as others to screen positive for anxiety, while all frontline worker groups, other than transport workers, were significantly more likely to screen positive for PTSD (Odds Ratios ranged from 1.74 – 3.43). Finally, while frontline workers, generally, were significantly more likely than the general public to have received mental health advice during the pandemic (26.9% versus 20.3% respectively), this was largely reflective of health and social care workers (37.9%). Conclusions: These findings offer timely and valuable information on the psychological health status of UK’s frontline workforce during the early stages of the COVID-19 pandemic and may aid in preparations for their future psychological and mental health support.",Jamie Murphy et al.,https://share.osf.io/preprint/4600F-C85-1DA,https://share.osf.io/preprint/4600F-C85-1DA,2020-06-17,2020-10-12T12:20:25+00:00,PsyArXiv|Social and Behavioral Sciences; PsyArXiv|Social and Behavioral Sciences|Health Psychology; PsyArXiv|Social and Behavioral Sciences|Health Psychology|Mental Health,False
46,Psychological problems associated with coping strategies: a web-based study in Peruvian population during the COVID-19 pandemic,"BACKGROUND: The Coronavirus disease has quickly spread to all corners across Latin-American countries. Its exponential capacity has overwhelmed even the most resilient health systems (1). The already significant impact of the Coronavirus (COVID-19) on the global scale is worsened by psychological responses that may aggravate the health crisis. OBJECTIVE: This study is aimed at collecting demographic information, prevalence of psychological morbidities and associated coping styles during the COVID-19 pandemic on Peruvian population. Methods: This cross-sectional study was conducted through online survey using snowball sampling techniques after the state of emergency was declared in Perú. The General Health Questionnaire (GHQ -28) identify somatic symptom, anxiety/ insomnia, social misfunctioning and depression prevalence and the Coping Strategy Questionnaire (COPE-28) maps strategies addressing recent stress. RESULTS: We collected data from 434 self-selected participants within 18-68 years old (ME =33.87), by analysing the socio-economic information in which the majority of the respondents were women (61.3%), aged between 18 and 28 (41.7%), from well-educated groups (>=85.0 %), Peruvian (94.2%), working citizen (57.4%) and single (71.20 %). Nearly 40.8% rated psychological problems, expressing fear of being infected by coronavirus (71.43%). Regression analysis shows that female gender is associated to higher somatic (p<0.001*, C.I: -2.75 to -.99) and anxiety/insomnia symptoms (p=0.00*, C.I: -2.98 to 0.84). Depression and social dysfunction are experienced at any age. Educational status is protective against developing psychological disorders (p<0.05). While active responses (Acceptance and Social support) are scarcely used by individuals with psychological problems; Passive strategies are commonly reported (Denial, Self-Distraction, Self-Blame, Disconnection, and Emotional discharge). CONCLUSION: These findings provide a better understanding of psychological disorders resulting from the current pandemic in Peruvian population. This evidence informs the need to strengthen mental health programs, especially in less privileged groups after the Covid-19 pandemic.",Rita Judith Ames-Guerrero et al.,https://share.osf.io/preprint/46214-0AD-065,https://share.osf.io/preprint/46214-0AD-065,2020-06-14,2020-10-11T23:24:36+00:00,PsyArXiv|Social and Behavioral Sciences; PsyArXiv|Social and Behavioral Sciences|Cognitive Psychology; PsyArXiv|Social and Behavioral Sciences|Educational Psychology; PsyArXiv|Social and Behavioral Sciences|Health Psychology; PsyArXiv|Social and Behavioral Sciences|Social and Personality Psychology; PsyArXiv|Social and Behavioral Sciences|Social and Personality Psychology|Prosocial Behavior; coping strategies; primary prevention; mental morbidities; keywords: mental health; psychological morbidities; health information; health promotion; mental health; public,False
47,Psychological problems associated with coping strategies: a web-based study in Peruvian population during the COVID-19 pandemic,"ABSTRACT: BACKGROUND: The Coronavirus disease has quickly spread to all corners across Latin-American countries. Its exponential capacity has overwhelmed even the most resilient health systems (1). The already significant impact of the Coronavirus (COVID-19) on the global scale is worsened by psychological responses that may aggravate the health crisis. OBJECTIVE: This study is aimed at collecting demographic information, prevalence of psychological morbidities and associated coping styles during the COVID-19 pandemic on Peruvian population. Methods: This cross-sectional study was conducted through online survey using snowball sampling techniques after the state of emergency was declared in Perú. The General Health Questionnaire (GHQ -28) identify somatic symptom, anxiety/ insomnia, social misfunctioning and depression prevalence and the Coping Strategy Questionnaire (COPE-28) maps strategies addressing recent stress. RESULTS: We collected data from 434 self-selected participants within 18-68 years old (ME =33.87), by analysing the socio-economic information in which the majority of the respondents were women (61.3%), aged between 18 and 28 (41.7%), from well-educated groups (>=85.0 %), Peruvian (94.2%), working citizen (57.4%) and single (71.20 %). Nearly 40.8% rated psychological problems, expressing fear of being infected by coronavirus (71.43%). Regression analysis shows that female gender is associated to higher somatic (p<0.001*, C.I: -2.75 to -.99) and anxiety/insomnia symptoms (p=0.00*, C.I: -2.98 to 0.84). Depression and social dysfunction are experienced at any age. Educational status is protective against developing psychological disorders (p<0.05). While active responses (Acceptance and Social support) are scarcely used by individuals with psychological problems; Passive strategies are commonly reported (Denial, Self-Distraction, Self-Blame, Disconnection, and Emotional discharge). CONCLUSION: These findings provide a better understanding of psychological disorders resulting from the current pandemic in Peruvian population. This evidence informs the need to strengthen mental health programs, especially in less privileged groups after the Covid-19 pandemic.",Rita Judith Ames-Guerrero et al.,https://share.osf.io/preprint/461AF-D39-1F2,https://share.osf.io/preprint/461AF-D39-1F2,2020-06-15,2020-10-11T23:24:22+00:00,PsyArXiv|Psychiatry; PsyArXiv|Social and Behavioral Sciences; PsyArXiv|Social and Behavioral Sciences|Health Psychology; PsyArXiv|Social and Behavioral Sciences|Health Psychology|Health-related Behavior; PsyArXiv|Social and Behavioral Sciences|Health Psychology|Mental Health; PsyArXiv|Social and Behavioral Sciences|Health Psychology|Stress; public health; mental health; coping strategies; primary prevention; psychological morbidities,False
48,Longitudinal evaluation of the psychological impact of the COVID-19 crisis in Spain,"The aim of this study was to assess the temporal evolution of the psychological impact of the COVID-19 crisis and lockdown from two surveys carried out in Spain with a time difference of about one month. Symptoms of depression, anxiety and stress, and the psychological impact of the situation were longitudinally analyzed using the Depression Anxiety and Stress Scale (DASS-21) and the Impact of Event Scale (IES) respectively. The Brief Resilient Coping Scale (BRCS) and the Mini-Social Phobia Inventory (Mini-SPIN) were also employed to evaluate resilience and social anxiety. There was a total of 4,724 responses from both surveys. Symptomatic scores of anxiety, depression and stress were exhibited by 37.22%, 46.42% and 49.66% of the second survey respondents, showing a significant increase compared to the first survey (32.45%, 44.11% and 37.01%, respectively). There was no significant longitudinal change of the IES scores, with 48.30% of the second survey participants showing moderate to severe impact of the confinement. Low resilience was shown by 40.5% of the respondents, and high social anxiety by 34.8%. Constant news consumption about COVID-19 was found to be positively associated with symptomatic scores in the different scales. On the other hand, daily physical activity was found to be negatively associated with DASS-21 scores. Results indicate that people with social anxiety might be especially vulnerable to the development of other mental disorders after the relaxation of the confinement measures.",Álvaro Planchuelo-Gómez et al.,https://share.osf.io/preprint/4623A-16D-42D,https://share.osf.io/preprint/4623A-16D-42D,2020-06-10,2020-10-11T21:46:47+00:00,PsyArXiv|Social and Behavioral Sciences; PsyArXiv|Social and Behavioral Sciences|Health Psychology; PsyArXiv|Social and Behavioral Sciences|Health Psychology|Mental Health; PsyArXiv|Social and Behavioral Sciences|Health Psychology|Stress; stress; covid-19; longitudinal; anxiety; posttraumatic stress disorder; depression,False
49,Gender Differences in Preventing the Spread of Coronavirus,"Social distancing and hygiene practices are key to preventing the spread of Coronavirus. However, people vary in the degree to which they follow these practices. Consistent with previous findings that women adhere more to preventative health practices, in Study 1, women reported engaging in preventative practices regarding COVID-19 (e.g., social distancing, hygiene) more so than men. In Study 2, across three different Northeast U.S. locations, we observed a greater percentage of women wearing masks in public than men. In Study 3, U.S. counties with a greater percentage of women exhibited a higher reduction in movement as tracked by ~17 million GPS smart-phone coordinates. These findings may partly explain the greater infection rates among men and suggest that preventive health messages should be tuned towards men.",Irmak Olcaysoy Okten et al.,https://share.osf.io/preprint/46146-067-E3F,https://share.osf.io/preprint/46146-067-E3F,2020-06-10,2020-10-11T21:45:43+00:00,PsyArXiv|Social and Behavioral Sciences; PsyArXiv|Social and Behavioral Sciences|Consumer Psychology; PsyArXiv|Social and Behavioral Sciences|Health Psychology; PsyArXiv|Social and Behavioral Sciences|Industrial and Organizational Psychology; PsyArXiv|Social and Behavioral Sciences|Social and Personality Psychology,False
50,State-level Stay-at-home Orders and Objectively Measured Movement in the United States During the COVID-19 Pandemic,"Objective: Social distancing has been one of the primary interventions used to slow the spread of COVID-19. State-wide stay-at-home orders received a large degree of attention as a public health intervention to increase social distancing, but relatively little peer-reviewed research has examined the extent to which stay-at-home orders affected people’s behavior. Method: This study used GPS-derived movement from 2,858 counties in the United States from March 1 to May 7, 2020 to test the degree to which changes in state-level stay-at-home orders were associated with movement outside the home. Results: From the first week of March to the first week of April, people in counties within states that enacted stay-at-home orders decreased their movement significantly more than people in counties within states that did not enact state-level stay-at-home orders. From the first week of April to the first week of May, people in counties within states that ended their stay-at-home orders increased their movement significantly more than people in counties within states whose stay-at-home orders remained in place. The magnitude of change in movement associated with state-level stay-at-home orders was many times smaller than the total change in movement across all counties over the same periods of time in both cases. Conclusions: Stay-at-home orders are likely insufficient to reduce people’s movement outside the home without additional public health actions. Existing research on behavior change would be useful to determine what additional interventions could support social distancing behaviors during the COVID-19 pandemic if becomes necessary to reduce movement in the future.",Kyle J. Bourassa,https://share.osf.io/preprint/46040-57F-D87,https://share.osf.io/preprint/46040-57F-D87,2020-06-10,2020-10-11T21:44:31+00:00,PsyArXiv|Social and Behavioral Sciences; PsyArXiv|Social and Behavioral Sciences|Health Psychology; PsyArXiv|Social and Behavioral Sciences|Health Psychology|Health-related Behavior; stay-at-home orders; movement behavior; social distancing; covid-19,False
51,Perceived Risk and Mental Health Problems Among Healthcare Professionals During COVID-19 Pandemic: Exploring the Mediating Effects of Resilience and Coronavirus Fear,"During coronavirus (COVID-19) pandemic, healthcare professionals were particularly at high-risk of developing symptoms of mental health problems due to being on the frontline in the battle against COVID-19. This study examined the mediating roles of resilience and coronavirus fear in the relationship between perceived risk and mental health problems among healthcare professionals including doctors and nurses who were actively treating patients confirmed with COVID-19. We recruited 204 healthcare professionals (50% females) with a mean age of 32.92 years (SD=7.01). Results showed that perceived risk and coronavirus fear positively predicted depression, anxiety, and stress while resilience negatively predicted those mental health problems. Coronavirus fear mediated the relationship between perceived risk and resilience, depression, anxiety, and stress. Additionally, resilience mitigated the effect of coronavirus fear on depression, anxiety, and stress. This study is among the first indicating the importance of resilience and fear as critical mechanism that explain the relationship between perceived risk and mental health problems among health professionals directly caring for COVID-19 patients.",Murat Yıldırım et al.,https://share.osf.io/preprint/461A3-666-E0B,https://share.osf.io/preprint/461A3-666-E0B,2020-06-10,2020-10-11T21:42:38+00:00,PsyArXiv|Social and Behavioral Sciences; PsyArXiv|Social and Behavioral Sciences|Clinical Psychology; PsyArXiv|Social and Behavioral Sciences|Clinical Psychology|Anxiety Disorders; PsyArXiv|Social and Behavioral Sciences|Clinical Psychology|Depressive Disorders; PsyArXiv|Social and Behavioral Sciences|Clinical Psychology|Trauma and Stress; covid-19 perceived risk; covid-19; resilience; mental health problems; healthcare professionals; covid-19 fear,False
52,National identity predicts public health support during a global pandemic,"The ongoing COVID-19 pandemic is a devastating global health crisis. Without a vaccine or effective medication, the best hope for mitigating virus transmission is collective behavior change and support for public health interventions (e.g., physical distancing, physical hygiene, and endorsement of health policies). In a large-scale international collaboration (N = 46,450 across 67 countries), we investigated why people adopted public health behaviors and endorsed public policy interventions (e.g., closing bars and restaurants) during the early stages of the pandemic (April-May, 2020). Results revealed that respondents who identified more strongly with their nation consistently reported engagement in public health behaviors and greater support for public health policies. We also found a small effect of political orientation, indicating that left-wing respondents were more likely to report public health behaviors and support for public health measures than right-wing respondents. We discuss the implications of links between national identity, leadership, and public health for managing the COVID-19 pandemic and future pandemics.",Jay Joseph Van Bavel et al.,https://share.osf.io/preprint/460AA-DCA-3F0,https://share.osf.io/preprint/460AA-DCA-3F0,2020-09-02,2020-10-11T20:08:52+00:00,PsyArXiv|Social and Behavioral Sciences; PsyArXiv|Social and Behavioral Sciences|Social and Personality Psychology; PsyArXiv|Social and Behavioral Sciences|Social and Personality Psychology|Well-being; pandemic; covid-19; national identity; public health; human development,False
53,Preparing for a COVID-19 vaccine: Identifying and psychologically profiling those who are vaccine hesitant or resistant in two general population samples,"Successful delivery of a COVID-19 vaccine may be undermined if populations are not receptive to inoculation as a primary public health strategy for combatting the virus. We gathered nationally representative data from the general adult populations of Ireland (N=1,041) and the United Kingdom (UK; N=2,025) to determine rates of hesitancy and resistance to a future COVID-19 vaccine and to identify and psychologically profile vaccine hesitant/resistant individuals in a way that might aid future public health messaging. Vaccine hesitancy was evident for 26% and 25% of Irish and UK samples, respectively, while vaccine resistance was evident for 9% and 6%, respectively. Vaccine hesitant/resistant respondents in Ireland and the UK differed in relation to a number of sociodemographic, political, and health-related variables, but were similar across a broad array of psychological constructs. In both populations, those who were resistant to a COVID-19 vaccine were less likely to obtain information about the pandemic from traditional and authoritative sources and had similar levels of mistrust in these sources. The current findings may help public health officials to more effectively target vaccine hesitant and resistant individuals, develop effective communication strategies that take into account their specific psychological dispositions, and leverage dissemination channels that can successfully reach these individuals.",Jamie Murphy et al.,https://share.osf.io/preprint/4600F-B9C-60B,https://share.osf.io/preprint/4600F-B9C-60B,2020-06-10,2020-10-10T19:30:49+00:00,PsyArXiv|Social and Behavioral Sciences; PsyArXiv|Social and Behavioral Sciences|Health Psychology; PsyArXiv|Social and Behavioral Sciences|Health Psychology|Health-related Behavior; public health messaging; psychology; covid-19; vaccine,False
54,How the Affective Quality of Day-to-Day Social Connections May Contribute to Public Health: Prosocial Tendencies Account for the Links Between Positivity Resonance and Behaviors that Reduce the Spread of COVID-19,"Although simple behaviors such as handwashing, mask wearing and social distancing are known to limit viral spread, early in the COVID-19 pandemic, many individuals in the United States did not adopt them. The Positivity Resonance Theory of collective positive affect holds that shared pleasant states that include the key features of mutual care and a sense of oneness through behavioral synchrony, function to build self-transcendent prosocial tendencies (Fredrickson, 2016). We tested the theory-driven hypothesis that prosocial tendencies (e.g., positive, other-oriented dispositions of felt unity, empathy, altruism and general positivity toward humanity) are associated with high-quality day-to-day social connections characterized by the affective state of positivity resonance, and in turn account for simple behaviors to slow the spread of COVID-19. We measured positivity resonance at the level of social episodes either during (Study 1, N = 1059, April-May 2020) or before the COVID-19 pandemic (Study 2, N = 227, March-November 2019). Across both studies, results suggest that positivity resonance had a positive indirect effect on self-reported COVID-19-related hygienic (e.g., handwashing & mask-wearing) and charitable behaviors, which was mediated by a latent index of prosocial tendencies. Sensitivity analyses confirmed these mediation effects to be independent of overall positive and negative affect, the frequency of social interaction, political orientation, and concern for one’s own health. Effects for social distancing were mixed. Overall, findings are consistent with the view that positivity resonance, a subtype of collective positive affect, builds self-transcendent prosocial tendencies that motivate simple behaviors to protect community health.",Taylor Nicole West et al.,https://share.osf.io/preprint/4606E-9A6-321,https://share.osf.io/preprint/4606E-9A6-321,2020-08-19,2020-10-10T14:37:49+00:00,PsyArXiv|Social and Behavioral Sciences; PsyArXiv|Social and Behavioral Sciences|Emotion; PsyArXiv|Social and Behavioral Sciences|Social and Personality Psychology; PsyArXiv|Social and Behavioral Sciences|Social and Personality Psychology|Affect and Emotion Regulation; PsyArXiv|Social and Behavioral Sciences|Social and Personality Psychology|Community; PsyArXiv|Social and Behavioral Sciences|Social and Personality Psychology|Interpersonal Relationships; PsyArXiv|Social and Behavioral Sciences|Social and Personality Psychology|Prosocial Behavior; affective science; social connection; prosocial; health behavior; covid-19; positive psychology,False
55,"Early life adversity, dispositional mindfulness, and longitudinal stress experience during the COVID-19 pandemic","Experiencing severe or prolonged stressors in early life is associated with increased risk for mental and physical disorders in adulthood. Further, individuals who experienced early life stress (ELS) may use dysfunctional coping strategies like stress-related eating, in contrast to more beneficial stress buffering mechanisms e.g. based on mindfulness. Whether these mechanisms contribute to increased levels of perceived stress and symptoms of mental disorders in individuals with ELS in times of crisis is yet unclear. As part of a larger project, we assessed changes in perceived stress and psychopathological symptoms in a sample of N=102 participants (81% female; meanage=23.49, SDage= 7.11, range 18–62) from October/December 2019 (prior to the Covid-19 pandemic) to April/June 2020 (after the German government introduced Covid-19 related restrictions). Additionally, we assessed ELS and dispositional mindfulness. Perceived stress and depression significantly increased while anxiety levels decreased. No significant change was observed for somatization. ELS and dispositional mindfulness were not associated with change scores, but with perceived stress and psychopathological symptoms at both assessments. The increase in perceived stress during the pandemic in a majority of participants demonstrates the impact of the pandemic in the general population.",Annika Benz et al.,https://share.osf.io/preprint/46149-FB9-288,https://share.osf.io/preprint/46149-FB9-288,2020-08-06,2020-10-09T22:30:20+00:00,PsyArXiv|Psychiatry; PsyArXiv|Social and Behavioral Sciences; PsyArXiv|Social and Behavioral Sciences|Clinical Psychology; longitudinal data; anxiety; mental health; covid-19; depression; early life stress,False
